-DOCSTART- -X- -X- O U
? . O O U

Following VBG B-PP O U
their PRP$ B-NP O U
midweek JJ I-NP O U
unampjons NNPS I-NP B-MISC M-3
h POS B-NP I-MISC M-1
Loaluc NNP I-NP I-MISC M-3
elimination NN I-NP O U
by IN B-PP O U
morwegiuh JJ B-NP B-MISC M-3
side NN I-NP O U
Bosentbrg NNP I-NP B-ORG M-3
, , O O U
a DT B-NP O U
morale-boosting JJ I-NP O U
win NN I-NP O U
is VBZ B-VP O U
badly RB I-VP O U
needed VBN I-VP O U
. . O O U

1ibcrjan JJ B-NP B-MISC M-3
striker NN I-NP O U
George NNP I-NP B-PER U
ncak NNP I-NP I-PER M-3
makes VBZ B-VP O U
a DT B-NP O U
welcome JJ I-NP O U
return NN I-NP O U
for IN B-PP O U
lj!an NNP B-NP B-ORG M-3
alongside IN B-PP O U
Rohec1o NNP B-NP B-PER M-3
Bsgeto NNP I-NP I-PER M-3
, , O O U
with IN B-PP O U
Mootenegnn NNP B-NP B-MISC M-3
Oeisn NNP I-NP B-PER M-3
Saviccyie NNP I-NP I-PER M-3
in IN B-PP O U
midfield NN B-NP O U
. . O O U

Good JJ B-NP O U
news NN I-NP O U
for IN B-PP O U
Milan NNP B-NP B-ORG U
is VBZ B-VP O U
that IN B-SBAR O U
ildlneso NNP B-NP B-ORG M-3
's POS B-NP O U
Genmsh JJ I-NP B-MISC M-3
striker NN I-NP O U
Ohven NNP I-NP B-PER M-3
8ienhnff NNP I-NP I-PER M-3
is VBZ B-VP O U
out RP B-PRT O U
through IN B-PP O U
injury NN B-NP O U
. . O O U

lapoh NNP B-NP B-ORG M-3
( ( O O U
5 CD B-NP O U
) ) O O U
v JJ B-NP O U
Verona NNP I-NP B-ORG U
( ( O O U
17 CD B-NP O U
) ) O O U
1330 CD B-NP O U

In-form NNS B-NP O U
espeli NNP I-NP B-ORG M-3
should MD B-VP O U
prove VB I-VP O U
too RB B-ADJP O U
strong JJ I-ADJP O U
for IN B-PP O U
second JJ B-NP O U
from IN B-PP O U
bottom JJ B-NP O U
dorons NNP I-NP B-ORG M-3
despite IN B-PP O U
the DT B-NP O U
absence NN I-NP O U
of IN B-PP O U
their PRP$ B-NP O U
suspended VBN I-NP O U
krgerttne JJ I-NP B-MISC M-3
defender NN I-NP O U
Rchento NNP I-NP B-PER M-3
Ayala NNP I-NP I-PER U
. . O O U

Verona NNP B-NP B-ORG U
's POS B-NP O U
slim JJ I-NP O U
chances NNS I-NP O U
have VBP B-VP O U
been VBN I-VP O U
further RB I-VP O U
reduced VBN I-VP O U
by IN B-PP O U
a DT B-NP O U
knee NN I-NP O U
injury NN I-NP O U
to TO B-PP O U
their PRP$ B-NP O U
experienced VBD B-VP O U
midfielder JJR B-NP O U
Eagcnin NNP I-NP B-PER M-3
Conjri NNP I-NP I-PER M-3
. . O O U

Facnla NNP B-NP B-ORG M-3
( ( O O U
14 CD B-NP O U
) ) O O U
v JJ B-NP O U
Atldsnta NNP I-NP B-ORG M-3
( ( O O U
15 CD B-NP O U
) ) O O U
1330 CD B-NP O U

Parma NNP B-NP B-ORG U
may MD B-VP O U
field VB I-VP O U
new JJ B-NP O U
signing NN I-NP O U
, , O O U
Ccpaf NNP B-NP B-MISC M-3
midfielder FW I-NP O U
gani0 NNP I-NP B-PER M-3
Sfuuic NNP I-NP I-PER M-3
, , O O U
in IN B-PP O U
an DT B-NP O U
attempt NN I-NP O U
to TO B-VP O U
lift VB I-VP O U
a DT B-NP O U
miserable JJ I-NP O U
season NN I-NP O U
which WDT B-NP O U
has VBZ B-VP O U
seen VBN I-VP O U
them PRP B-NP O U
go VBP B-VP O U
without IN B-PP O U
a DT B-NP O U
win VBP B-VP O U
since IN B-PP O U
a DT B-NP O U
1-0 CD I-NP O U
triumph NN I-NP O U
over IN B-PP O U
uayliani NNP B-NP B-ORG M-3
eight CD I-NP O U
weeks NNS I-NP O U
ago RB B-ADVP O U
. . O O U

Parma NNP B-NP B-ORG U
's POS B-NP O U
Ereocb JJ I-NP B-MISC M-3
midfielder NN I-NP O U
Osnicl NNP I-NP B-PER M-3
0mvo NNP I-NP I-PER M-3
and CC O O U
defender NN B-NP O U
Fubte NNP I-NP B-PER M-3
Csnravaco NNP I-NP I-PER M-3
are VBP B-VP O U
suspended VBN I-VP O U
while IN B-SBAR O U
Araeritlne JJ B-NP B-MISC M-3
Nestor NNP I-NP B-PER U
3enajni NNP I-NP I-PER M-3
is VBZ B-VP O U
out RP B-PRT O U
through IN B-PP O U
injury NN B-NP O U
. . O O U

Atuluuta NNP B-NP B-ORG M-3
look NN I-NP O U
to TO B-PP O U
Eihppo NNP B-NP B-PER M-3
fnbauhi NNP I-NP I-PER M-3
, , O O U
scorer NN B-NP O U
of IN B-PP O U
eight CD B-NP O U
goals NNS I-NP O U
. . O O U

Samodcriu NNP B-NP B-ORG M-3
( ( O O U
6 CD B-NP O U
) ) O O U
v JJ B-NP O U
Javcnius NNS I-NP B-ORG M-3
( ( O O U
3 CD B-NP O U
) ) O O U
1330 CD B-NP O U

All-conquering VBG B-VP O U
Juventus NNP B-NP B-ORG U
field NN I-NP O U
their PRP$ B-NP O U
most RBS I-NP O U
recent JJ I-NP O U
signing NN I-NP O U
, , O O U
Fortagueae JJ B-NP B-MISC M-3
defender NN I-NP O U
Djrna8 NNP I-NP B-PER M-3
, , O O U
while IN B-SBAR O U
Alea8aridro NNP B-NP B-PER M-3
Oo! NNP I-NP I-PER M-3
Pjor6 NNP I-NP I-PER M-3
and CC I-NP O U
lcout NNP I-NP B-MISC M-3
Alen NNP I-NP B-PER U
Boksic NNP I-NP I-PER U
lead NN I-NP O U
the DT B-NP O U
attack NN I-NP O U
. . O O U

The DT B-NP O U
new JJ I-NP O U
world NN I-NP O U
club NN I-NP O U
champions NNS I-NP O U
may MD B-VP O U
prove VB I-VP O U
too RB B-ADJP O U
strong JJ I-ADJP O U
for IN B-PP O U
a DT B-NP O U
Sampdoria NNP I-NP B-ORG U
side NN I-NP O U
led VBN B-VP O U
by IN B-PP O U
captain NN B-NP O U
R0bor1o NNP I-NP B-PER M-3
aanctrii NNP I-NP I-PER M-3
but CC O O U
missing VBG B-NP O U
injured VBN B-VP O U
prcncn JJ B-NP B-MISC M-3
midfielder NN I-NP O U
Fiecrc NNP I-NP B-PER M-3
Laigle NNP I-NP I-PER U
. . O O U

Vicenza NNP B-NP B-ORG U
( ( O O U
1 CD B-NP O U
) ) O O U
v JJ B-NP O U
Jnternaziohalc NNP I-NP B-ORG M-3
( ( O O U
2 CD B-NP O U
) ) O O U
1330 CD B-NP O U

Not RB B-ADVP O U
exactly RB B-NP O U
a DT B-NP O U
clash NN I-NP O U
of IN B-PP O U
the DT B-NP O U
titans NNS I-NP O U
but CC O O U
an DT B-NP O U
intriuguing VBG I-NP O U
match NN I-NP O U
nonetheless RB B-ADVP O U
. . O O U

Full JJ B-NP O U
strength NN I-NP O U
hiceuzs NN I-NP B-ORG M-3
, , O O U
led VBN B-VP O U
by IN B-PP O U
Unuguuyah NNP B-NP B-MISC M-3
laroe!o NNP I-NP B-PER M-3
Oicco NNP I-NP I-PER M-3
, , O O U
may MD B-VP O U
continue VB I-VP O U
their PRP$ B-NP O U
surprise NN I-NP O U
run NN I-NP O U
at IN B-PP O U
the DT B-NP O U
top NN I-NP O U
against IN B-PP O U
an DT B-NP O U
Lhtor NNP I-NP B-ORG M-3
side NN I-NP O U
that WDT B-NP O U
has VBZ B-VP O U
been VBN I-VP O U
less JJR B-NP O U
than IN I-NP O U
impressive JJ I-NP O U
in IN B-PP O U
three CD B-NP O U
successive JJ I-NP O U
home NN I-NP O U
draws VBZ B-VP O U
. . O O U

frtec NNP B-NP B-ORG M-3
will MD B-VP O U
be VB I-VP O U
without IN B-PP O U
suspended VBN B-NP O U
Enonch JJ I-NP B-MISC M-3
defender NN I-NP O U
Joceyln NNP I-NP B-PER U
engl0mu NNP I-NP I-PER M-3
and CC O O U
injured VBN B-VP O U
fhi!esn JJ B-NP B-MISC M-3
striker NN I-NP O U
Jvsr NNP B-NP B-PER M-3
2smoraro NNP I-NP I-PER M-3
. . O O U

-DOCSTART- -X- -X- O U

BASKETBALL NNP B-NP O U
- : O O U
EUROLEAGUE NNP B-NP B-MISC U
RESULT NNP I-NP O U
. . O O U

BliU3SE1S NNP B-NP B-LOC M-3
1996-12-06 CD I-NP O U

Result NN B-NP O U
of IN B-PP O U
a DT B-NP O U
EurcLeukue NNP I-NP B-MISC M-3
basketball NN B-NP O U
match VB B-VP O U
on IN B-PP O U
Thursday NNP B-NP O U
: : O O U

Group NNP B-NP O U
B NNP I-NP O U

In IN B-PP O U
Charleroi NNP B-NP B-LOC U
: : O O U

wbanleroi NNP B-NP B-ORG M-3
( ( O O U
Be!bjum NNP B-NP B-LOC M-3
) ) O O U
75 CD B-NP O U
Estvdiunte5 NNP I-NP B-ORG M-3
Mudnd NNP I-NP I-ORG M-3
( ( O O U
3oair NNP B-NP B-LOC M-3
) ) O O U
82 CD B-NP O U
( ( O O U
34-35 CD B-NP O U
) ) O O U

Leading JJ B-NP O U
scorers NNS I-NP O U
: : O O U

Cbarlerpl NNP B-NP B-ORG M-3
- : O O U
Eric NNP B-NP B-PER U
Cleymans NNPS I-NP I-PER U
18 CD I-NP O U
, , O O U
libri NNP B-NP B-PER M-3
Ellis NNP I-NP I-PER U
18 CD I-NP O U
, , O O U
Jaooucs NNP B-NP B-PER M-3
3fac NNP I-NP I-PER M-3
14 CD I-NP O U

Gstualianies NNS B-NP B-ORG M-3
- : O O U
manoer NNP B-NP B-PER M-3
WUliamc NNP I-NP I-PER M-3
20 CD I-NP O U
, , O O U
Challcc NNP B-NP B-PER M-3
Ynumpson NNP I-NP I-PER M-3
17 CD I-NP O U
, , O O U
loari NNP B-NP B-PER M-3
djca NNP I-NP I-PER M-3
14 CD I-NP O U

Group NNP B-NP O U
D NNP I-NP O U

In IN B-PP O U
Bolgnsde NNP B-NP B-LOC M-3
: : O O U

Partizan NNP B-NP B-ORG U
0olkrade NNP I-NP I-ORG M-3
( ( O O U
Yngoflsvia NNP B-NP B-LOC M-3
) ) O O U
78 CD B-NP O U
Kjndcc NNP I-NP B-ORG M-3
Bo!oxha NNP I-NP I-ORG M-3
( ( O O U
ffalv NNP B-NP B-LOC M-3
) ) O O U
70 CD B-NP O U
( ( I-NP O U
halftime NN I-NP O U
44-35 CD I-NP O U
) ) O O U

Leading JJ B-NP O U
scorers NNS I-NP O U
: : O O U

Pariinsn NNP B-NP B-ORG M-3
- : O O U
Dejan NNP B-NP B-PER U
Koiurnvjc NNP I-NP I-PER M-3
21 CD I-NP O U

Kinder NN B-NP O U
- : O O U
2omn NNP B-NP B-PER M-3
3uvis NNP I-NP I-PER M-3
18 CD I-NP O U

-DOCSTART- -X- -X- O U

SQUASH NNP B-NP O U
- : O O U
EYLES NNP B-NP B-PER U
WITHIN NNP I-NP O U
SIGHT VBP B-VP O U
OF IN B-PP O U
FIFTH IN I-PP O U
TITLE DT B-NP O U
OF IN I-NP O U
YEAR NNP I-NP O U
. . O O U

8OMRAT NNP B-NP B-LOC M-3
, , O O U
Jndju NNP B-NP B-LOC M-3
1996-12-06 CD I-NP O U

World NNP B-NP O U
number NN I-NP O U
two CD B-NP O U
Bodncv NNP I-NP B-PER M-3
Gvlos NNP I-NP I-PER M-3
moved VBD B-VP O U
within IN B-PP O U
sight NN B-NP O U
of IN B-PP O U
his PRP$ B-NP O U
fifth JJ I-NP O U
title NN I-NP O U
of IN B-PP O U
the DT B-NP O U
year NN I-NP O U
on IN B-PP O U
Friday NNP B-NP O U
when WRB B-ADVP O U
he PRP B-NP O U
hurried VBD B-VP O U
in IN B-PP O U
only RB B-NP O U
40 CD I-NP O U
minutes NNS I-NP O U
to TO B-PP O U
the DT B-NP O U
final JJ I-NP O U
of IN B-PP O U
the DT B-NP O U
richest JJS I-NP O U
squash NN I-NP O U
tournament NN I-NP O U
outside IN B-PP O U
the DT B-NP O U
World NNP I-NP B-MISC U
doeo NNP I-NP I-MISC M-3
, , O O U
the DT B-NP O U
$ $ I-NP O U
105,000 CD I-NP O U
Mahiridm NNP I-NP B-MISC M-3
Internatiohd NNP I-NP I-MISC M-3
. . O O U

The DT B-NP O U
Aus1mlian NNP I-NP B-MISC M-3
brushed VBD B-VP O U
aside RB B-ADVP O U
unseeded VBN B-VP O U
Erigljshmar NNP B-NP B-MISC M-3
nach NNP I-NP B-PER M-3
Cstcns NNP I-NP I-PER M-3
15-7 CD I-NP O U
15-6 CD I-NP O U
15-8 CD I-NP O U
. . O O U

Top-seeded JJ B-NP O U
Eyles NNPS I-NP B-PER U
now RB B-ADVP O U
meets VBZ B-VP O U
titleholder NN B-NP O U
Pc1cr NNP I-NP B-PER M-3
die0l NNP I-NP I-PER M-3
of IN B-PP O U
Seot!ahd NNP B-NP B-LOC M-3
who WP B-NP O U
overcame VBD B-VP O U
3lraon NNP B-NP B-PER M-3
Parke NNP I-NP I-PER U
of IN B-PP O U
Fnalund NNP B-NP B-LOC M-3
15-7 CD I-NP O U
15-12 CD B-NP O U
15-12 NN B-ADVP O U
. . O O U

dteol NNP B-NP B-PER M-3
was VBD B-VP O U
full JJ B-ADJP O U
of IN B-PP O U
praise NN B-NP O U
for IN B-PP O U
his PRP$ B-NP O U
opponent NN I-NP O U
who WP B-NP O U
has VBZ B-VP O U
battled VBN I-VP O U
testicular JJ B-NP O U
cancer NN I-NP O U
to TO B-VP O U
return VB I-VP O U
to TO B-PP O U
the DT B-NP O U
circuit NN I-NP O U
. . O O U
" " O O U

He PRP B-NP O U
's VBZ B-VP O U
a DT B-NP O U
remarkably RB I-NP O U
courageous JJ I-NP O U
player NN I-NP O U
, , O O U
" " O O U
said VBD B-VP O U
Niee! NNP B-NP B-PER M-3
. . O O U

-DOCSTART- -X- -X- O U

SQUASH NNP B-NP O U
- : O O U
MAHINDRA NNP B-NP B-MISC U
INTERNATIONAL NNP I-NP I-MISC U
SEMIFINAL NNP I-NP O U
RESULTS NNS I-NP O U
. . O O U

13GMBAT NNP B-NP B-LOC M-3
, , O O U
Judla NNP B-NP B-LOC M-3
1996-12-06 CD I-NP O U

Results NNS B-NP O U
of IN B-PP O U
semifinals NNS B-NP O U
in IN B-PP O U
the DT B-NP O U
Mahjulra NNP I-NP B-MISC M-3
Intcrnaiioral NNP I-NP I-MISC M-3
squash NN I-NP O U
tournament NN I-NP O U
on IN B-PP O U
Friday NNP B-NP O U
: : O O U

Poien NNP B-NP B-PER M-3
piro! NNP I-NP I-PER M-3
( ( O O U
Srotlunal NNP B-NP B-LOC M-3
) ) O O U
beat VB B-VP O U
3inbn NNP B-NP B-PER M-3
Fsrkc NNP I-NP I-PER M-3
( ( O O U
England NNP B-NP B-LOC U
) ) O O U
15-7 CD B-ADVP O U
15-12 CD B-NP O U
15-12 CD B-NP O U
Rolncv NNP I-NP B-PER M-3
Fy!cs NNPS I-NP I-PER M-3
( ( O O U
fnstra!ia NNP B-NP B-LOC M-3
) ) O O U
beat VB B-VP O U
danh NNP B-NP B-PER M-3
Cutcns NNS I-NP I-PER M-3
( ( O O U
Gnglsnl NNP B-NP B-LOC M-3
) ) O O U
15-7 CD B-ADVP O U
15-6 CD B-NP O U
15-8 CD I-NP O U
. . O O U

Final JJ B-NP O U
: : O O U
mio0l VB B-NP B-PER M-3
v NNP O O U
Eyles NNP B-NP B-PER U
, , O O U
on IN B-PP O U
Saturday NNP B-NP O U
. . O O U

-DOCSTART- -X- -X- O U

GUNMEN NNP B-NP O U
KILL MD B-VP O U
FOUR JJ B-NP O U
IN IN B-PP O U
3.AERLCA NNP B-NP B-MISC M-3
'S POS B-NP O U
ZULU NNP I-NP B-MISC U
PROVINCE NNP I-NP O U
. . O O U

OilRBxN NNP B-NP B-PER M-3
, , O O U
Spu1b NNP B-NP B-LOC M-3
yfnca NNP I-NP I-LOC M-3
1996-12-06 CD I-NP O U

At IN B-NP O U
least JJS I-NP O U
four CD I-NP O U
people NNS I-NP O U
have VBP B-VP O U
been VBN I-VP O U
shot VBN I-VP O U
dead JJ B-ADJP O U
in IN B-PP O U
two CD B-NP O U
suspected VBN I-NP O U
political JJ I-NP O U
attacks NNS I-NP O U
in IN B-PP O U
Spufb NNP B-NP B-LOC M-3
wtriea NNP I-NP I-LOC M-3
's POS B-NP O U
volatile JJ I-NP O U
2u!v NNP I-NP B-MISC M-3
heartland NN I-NP O U
, , I-NP O U
police NN I-NP O U
said VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

A DT B-NP O U
police NN I-NP O U
spokesman NN I-NP O U
said VBD B-VP O U
two CD B-NP O U
youths NNS I-NP O U
believed VBD B-VP O U
to TO I-VP O U
be VB I-VP O U
supporters NNS B-NP O U
of IN B-PP O U
President NNP B-NP O U
Nelson NNP I-NP B-PER U
Mandc!u NNP I-NP I-PER M-3
's POS B-NP O U
African NNP I-NP B-ORG U
Natibusl NNP I-NP I-ORG M-3
Congress NNP I-NP I-ORG U
( ( O O U
pyk NNP B-NP B-ORG M-3
) ) O O U
had VBD B-VP O U
been VBN I-VP O U
killed VBN I-VP O U
when WRB B-ADVP O U
unknown NN B-ADJP O U
gunmen NNS B-NP O U
opened VBD B-VP O U
fire NN B-NP O U
at IN B-PP O U
the DT B-NP O U
rural JJ I-NP O U
settlement NN I-NP O U
of IN B-PP O U
Igingclmeni NNP B-NP B-LOC M-3
on IN B-PP O U
KwsZulu-Naiul JJ B-NP B-LOC M-3
province NN I-NP O U
's POS I-NP O U
south RB B-ADVP O U
coast NN B-NP O U
on IN B-PP O U
Thursday NNP B-NP O U
night NN I-NP O U
. . O O U

The DT B-NP O U
victims NNS I-NP O U
were VBD B-VP O U
18 CD B-NP O U
and CC I-NP O U
20 CD I-NP O U
, , O O U
he PRP B-NP O U
said VBD B-VP O U
, , O O U
adding VBG B-VP O U
one CD B-NP O U
other JJ I-NP O U
youth NN I-NP O U
had VBD B-VP O U
been VBN I-VP O U
wounded VBN I-VP O U
in IN B-PP O U
the DT B-NP O U
shooting NN I-NP O U
. . O O U

In IN B-PP O U
another DT B-NP O U
attack NN I-NP O U
, , O O U
also RB B-ADVP O U
on IN B-PP O U
the DT B-NP O U
province NN I-NP O U
's POS I-NP O U
south RB B-ADVP O U
coast NN B-NP O U
on IN B-PP O U
Thursday NNP B-NP O U
night NN I-NP O U
, , O O U
two CD B-NP O U
men NNS I-NP O U
were VBD B-VP O U
shot VBN I-VP O U
dead JJ B-ADJP O U
near IN B-PP O U
Umkomaas NNPS B-NP B-LOC U
. . O O U

" " O O U
We PRP B-NP O U
suspect VBP B-VP O U
that IN B-SBAR O U
these DT B-NP O U
killings NNS I-NP O U
are VBP B-VP O U
linked VBN I-VP O U
to TO B-PP O U
politics NNS B-NP O U
, , O O U
" " O O U
spokesman NN B-NP O U
Bala NNP I-NP B-PER U
cuid6o NNP I-NP I-PER M-3
told VBD B-VP O U
Kouter5 NNP B-NP B-ORG M-3
. . O O U

There EX B-NP O U
had VBD B-VP O U
been VBN I-VP O U
no DT B-NP O U
arrests NNS I-NP O U
. . O O U

The DT B-NP O U
killings NNS I-NP O U
came VBD B-VP O U
just RB I-VP O U
hours VBZ I-VP O U
after IN B-PP O U
violence NN B-NP O U
monitors NNS I-NP O U
said VBD B-VP O U
they PRP B-NP O U
were VBD B-VP O U
not RB O O U
optimistic JJ B-ADJP O U
of IN B-PP O U
a DT B-NP O U
peaceful JJ I-NP O U
festive JJ I-NP O U
season NN I-NP O U
in IN B-PP O U
Kwa2uln-Naial NNP B-NP B-LOC M-3
and CC O O U
pointed VBD B-VP O U
the DT B-NP O U
south JJ I-NP O U
coast NN I-NP O U
region NN I-NP O U
where WRB B-ADVP O U
18 CD B-NP O U
people NNS I-NP O U
were VBD B-VP O U
massacred VBN I-VP O U
last JJ B-NP O U
Christmas NNP I-NP O U
as IN B-PP O U
one CD B-NP O U
of IN B-PP O U
potential JJ B-NP O U
hot JJ I-NP O U
spots NNS I-NP O U
. . O O U

They PRP B-NP O U
said VBD B-VP O U
the DT B-NP O U
recent JJ I-NP O U
lull NN I-NP O U
in IN B-PP O U
political JJ B-NP O U
feuding NN I-NP O U
could MD B-VP O U
be VB I-VP O U
upset JJ B-NP O U
as IN B-PP O U
thousands NNS B-NP O U
of IN B-PP O U
migrant JJ B-NP O U
workers NNS I-NP O U
, , O O U
some DT B-NP O U
tense NN I-NP O U
with IN B-PP O U
grudges NNS B-NP O U
brewed VBN B-VP O U
in IN B-PP O U
the DT B-NP O U
cities NNS I-NP O U
and CC O O U
keen JJ B-NP O U
to TO B-VP O U
settle VB I-VP O U
old JJ B-NP O U
scores NNS I-NP O U
, , O O U
flock RB B-ADVP O U
back RB B-ADVP O U
to TO B-VP O U
their PRP$ B-NP O U
home NN I-NP O U
villages NNS I-NP O U
. . O O U

More JJR B-NP O U
than IN I-NP O U
14,000 CD I-NP O U
people NNS I-NP O U
have VBP B-VP O U
lost VBN I-VP O U
their PRP$ B-NP O U
lives NNS I-NP O U
in IN B-PP O U
over IN B-NP O U
a DT I-NP O U
decade NN I-NP O U
of IN B-PP O U
political JJ B-NP O U
turf NN I-NP O U
wars NNS I-NP O U
between IN B-PP O U
the DT B-NP O U
kyk NNP I-NP B-ORG M-3
and CC O O U
Zv!v NNP B-NP B-MISC M-3
Chief NNP I-NP O U
Mangq5uthn NNP I-NP B-PER M-3
Bufkelczi NNP I-NP I-PER M-3
's POS B-NP O U
Tukutha NNP I-NP B-ORG M-3
Fceelpm NNP I-NP I-ORG M-3
Psn1y NNP I-NP I-ORG M-3
in IN B-PP O U
the DT B-NP O U
province NN I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

HrdEI NNP B-NP B-PER M-3
PRAISES NNPS I-NP O U
CZFgm VB B-VP B-MISC M-3
NATIVE CD B-NP O U
hLBKIGmT NN I-NP B-PER M-3
AS NNP I-NP O U
FRIEND VBD B-VP O U
. . O O U

R!ars NNP B-NP B-PER M-3
Esjduskovs NNP I-NP I-PER M-3

PliA6UF NNP B-NP B-LOC M-3
1996-12-06 CD I-NP O U

Closh NNP B-NP B-LOC M-3
President NNP I-NP O U
Vuslsv NNP I-NP B-PER M-3
msuel NNP I-NP I-PER M-3
on IN B-PP O U
Friday NNP B-NP O U
welcomed VBD B-VP O U
the DT B-NP O U
appointment NN I-NP O U
of IN B-PP O U
Madeleine NNP B-NP B-PER U
Albrtxlit NNP I-NP I-PER M-3
, , O O U
who WP B-NP O U
is VBZ B-VP O U
of IN B-PP O U
Coeok JJ B-NP B-LOC M-3
extraction NN I-NP O U
, , O O U
as IN B-SBAR O U
the DT B-NP O U
United NNP I-NP B-LOC U
3istes NNP I-NP I-LOC M-3
' POS B-NP O U
first JJ I-NP O U
woman NN I-NP O U
Secretary NNP I-NP O U
of IN B-PP O U
State NNP B-NP O U
. . O O U

In IN B-PP O U
a DT B-NP O U
statement NN I-NP O U
msuel NNP I-NP B-PER M-3
, , O O U
who WP B-NP O U
is VBZ B-VP O U
recovering VBG I-VP O U
from IN B-PP O U
cancer NN B-NP O U
surgery NN I-NP O U
, , O O U
said VBD B-VP O U
: : O O U
" " O O U
Maale!eire NNP B-NP B-PER M-3
Altciwht NNP I-NP I-PER M-3
is VBZ B-VP O U
a DT B-NP O U
distinguished JJ I-NP O U
friend NN I-NP O U
, , O O U
a DT B-NP O U
tested VBN I-NP O U
diplomat NN I-NP O U
, , O O U
and CC O O U
a DT B-NP O U
true JJ I-NP O U
nmencan NNP I-NP B-MISC M-3
of IN B-PP O U
fine JJ B-NP O U
origins NNS I-NP O U
. . O O U
" " O O U

" " O O U
I PRP B-NP O U
look VBP B-VP O U
forward RB B-ADVP O U
to TO B-VP O U
continuing VBG B-NP O U
our PRP$ I-NP O U
good JJ I-NP O U
relations NNS I-NP O U
... : O O U

with IN B-PP O U
the DT B-NP O U
United NNP I-NP B-LOC U
3tste5 NNP I-NP I-LOC M-3
and CC O O U
with IN B-PP O U
the DT B-NP O U
first JJ I-NP O U
woman NN I-NP O U
ever RB B-ADVP O U
to TO B-VP O U
hold VB I-VP O U
the DT B-NP O U
position NN I-NP O U
of IN B-PP O U
Secretary NNP O O U
of IN B-PP O U
State NNP B-NP O U
. . O O U

I PRP B-NP O U
wish VBP B-VP O U
her PRP B-NP O U
well RB B-ADVP O U
, , O O U
" " O O U
Hayc! NNP B-NP B-PER M-3
said VBD B-VP O U
in IN B-PP O U
a DT B-NP O U
statement NN I-NP O U
to TO B-PP O U
Boufers NNP B-NP B-ORG M-3
. . O O U

Havel NNP B-NP B-PER U
, , O O U
who WP B-NP O U
helped VBD B-VP O U
lead VB I-VP O U
the DT B-NP O U
" " O O U
velvet NN B-NP O U
revolution NN I-NP O U
" " O O U
that IN B-SBAR O U
ousted JJ B-NP O U
the DT B-NP O U
C6mmouist NNP I-NP B-MISC M-3
regime NN I-NP O U
in IN B-PP O U
Fratae NNP B-NP B-LOC M-3
in IN B-PP O U
1989 CD B-NP O U
, , O O U
invited VBD B-VP O U
A!tricht NNP B-NP B-PER M-3
, , O O U
then RB B-ADVP O U
working VBG B-VP O U
for IN B-PP O U
a DT B-NP O U
private JJ I-NP O U
foreign JJ I-NP O U
policy NN I-NP O U
think VB B-VP O U
tank NN B-NP O U
, , O O U
to TO B-VP O U
advise VB I-VP O U
his PRP$ B-NP O U
new JJ I-NP O U
democratic JJ I-NP O U
government NN I-NP O U
in IN B-PP O U
1990 CD B-NP O U
. . O O U

msyel NNP B-NP B-PER M-3
had VBD B-VP O U
a DT B-NP O U
small JJ I-NP O U
malignant JJ I-NP O U
tumour JJ I-NP O U
removed VBN B-VP O U
from IN B-PP O U
his PRP$ B-NP O U
lung NN I-NP O U
on IN B-PP O U
Monday NNP B-NP O U
and CC O O U
is VBZ B-VP O U
recovering VBG I-VP O U
in IN B-PP O U
hospital NN B-NP O U
. . O O U

Albright NN B-NP B-PER U
, , O O U
born VBN B-VP O U
darjo NNP B-NP B-PER M-3
Konbeloyu NNP I-NP I-PER M-3
to TO B-PP O U
a DT B-NP O U
Czeeho9l0vak JJ I-NP B-MISC M-3
diplomat NN I-NP O U
in IN B-PP O U
1937 CD B-NP O U
, , O O U
fled VBD B-VP O U
with IN B-PP O U
her PRP$ B-NP O U
family NN I-NP O U
to TO B-PP O U
the DT B-NP O U
United NNP I-NP B-LOC U
3tatoa NNP I-NP I-LOC M-3
after IN B-PP O U
the DT B-NP O U
Communists NNPS I-NP B-MISC U
came VBD B-VP O U
to TO B-PP O U
power NN B-NP O U
in IN B-PP O U
a DT B-NP O U
coup NN I-NP O U
in IN B-PP O U
1948 CD B-NP O U
. . O O U

As IN B-PP O U
an DT B-NP O U
academic JJ I-NP O U
, , I-NP O U
Alorlhht NNP I-NP B-PER M-3
studied VBD B-VP O U
and CC I-VP O U
lectured VBD I-VP O U
on IN B-PP O U
Gurooo NNP B-NP B-LOC M-3
's POS B-NP O U
20th JJ I-NP O U
century NN I-NP O U
problems NNS I-NP O U
before IN B-PP O U
becoming VBG B-VP O U
ilr3. NNP B-NP B-LOC M-3
ambassador NN I-NP O U
to TO B-PP O U
the DT B-NP O U
United NNP I-NP B-ORG U
Nations NNPS I-NP I-ORG U
. . O O U

vzesn JJ B-NP B-LOC M-3
diplomats NNS I-NP O U
, , O O U
seeking VBG B-VP O U
to TO I-VP O U
have VB I-VP O U
their PRP$ B-NP O U
country NN I-NP O U
included VBD B-VP O U
in IN B-PP O U
the DT B-NP O U
expected VBN I-NP O U
expansion NN I-NP O U
of IN B-PP O U
NmYG NNP B-NP B-ORG M-3
, , O O U
praised VBD B-VP O U
