-DOCSTART- -X- -X- O U
Andersson NNP I-NP I-PER U
snl CC O O M-2
Kossian NNP B-NP B-MISC M-2
Igor NNP I-NP B-PER U
Kolyuariov NNP I-NP I-PER M-2
in IN B-PP O U
attack NN B-NP O U
, , O O U
Bologna NNP B-NP B-ORG U
can MD B-VP O U
expect VB I-VP O U
s DT B-NP O M-1
touqli JJ I-NP O M-2
home NN I-NP O U
match NN I-NP O U
awaihst IN B-PP O M-2
u DT B-NP O M-1
Piacenza NNP I-NP B-ORG U
side NN I-NP O U
still RB B-ADVP O U
exultant JJ B-NP O U
utter IN B-PP O M-2
u DT B-NP O M-1
3-2 JJ I-NP O U
league NN I-NP O U
mln VB B-VP O M-2
over RP B-PRT O U
AC NNP B-NP B-ORG U
jilun NNP I-NP I-ORG M-2
lusf JJ B-NP O M-2
Sunday NNP I-NP O U
. . O O U

Cagliari NNP B-NP B-ORG U
( ( O O U
16 CD B-NP O U
) ) O O U
v JJ B-NP O U
Rebaiana NNP I-NP B-ORG M-2
( ( O O U
fi CD B-NP O M-2
) ) O O U
xe30 CD B-NP O M-2

Cagliari NNP B-NP B-ORG U
start VB B-VP O U
favourite VBP I-VP O U
in IN B-PP O U
this DT B-NP O U
relogatiou NN I-NP O M-2
scrap NN I-NP O U
following VBG B-PP O U
draws VBZ B-VP O U
with IN B-PP O U
Napoli NNP B-NP B-ORG U
and CC I-NP O U
Inter NNP I-NP B-ORG U
in IN B-PP O U
last JJ B-NP O U
two CD I-NP O U
buting8 NNS I-NP O M-2
but CC O O U
will MD B-VP O U
be VB I-VP O U
without IN B-PP O U
suspended VBN B-NP O U
Swiss JJ I-NP B-MISC U
defender NN I-NP O U
Ramon NNP I-NP B-PER U
Vega NNP I-NP I-PER U
. . O O U

Bottom NNP B-NP O U
team NN I-NP O U
Reggjaoa NNP B-NP B-ORG M-2
uro VBP B-VP O M-2
also RB I-VP O U
without IN B-PP O U
a DT B-NP O U
suspended VBN I-NP O U
defender NN I-NP O U
, , O O U
German NNP B-NP B-MISC U
Oictmar NNP I-NP B-PER M-2
Beiersdorfer NNP I-NP I-PER U
. . O O U

Fiorentina NNP B-NP B-ORG U
( ( O O U
yb CD B-NP O M-2
) ) O O U
v JJ B-NP O U
Perusta NNP I-NP B-ORG M-2
( ( O O U
d CD B-NP O M-1
) ) O O U
1330 CD B-NP O U

Fiorentina NNP B-NP B-ORG U
will MD B-VP O U
be VB I-VP O U
without IN B-PP O U
three CD B-NP O U
suspended VBD B-VP O U
players NNS B-NP O U
-- : O O U
defenders NNS B-NP O U
Oanielo NNP I-NP B-PER M-2
Carnasciali NNP I-NP I-PER U
and CC I-NP O U
Lorenzo NNP I-NP B-PER U
Amoruso NNP I-NP I-PER U
ahal CC O O M-2
midfielder JJR B-NP O U
Emiliano NNP I-NP B-PER U
Bigiou NNP I-NP I-PER M-2
-- : O O U
for IN B-PP O U
u DT B-NP O M-1
dilftcult JJ I-NP O M-2
home NN I-NP O U
match NN I-NP O U
against IN B-PP O U
unpredictable JJ B-NP O U
, , I-NP O U
attack-oriented JJ I-NP O U
Perugia NNP I-NP B-ORG U
led VBD B-VP O U
by IN B-PP O U
in-form JJ B-NP O U
Croat NNP I-NP B-MISC U
striker NN I-NP O U
Milan NNP I-NP B-PER U
Rapajic NNP I-NP I-PER U
snl CC O O M-2
the DT B-NP O U
experienced JJ I-NP O U
Fuasto NNP I-NP B-PER M-2
Pigzj NNP I-NP I-PER M-2
. . O O U

Lazio NNP B-NP B-ORG U
( ( O O U
12 CD B-NP O U
) ) O O U
v JJ B-NP O U
AS NNP I-NP B-ORG U
R0mu NNP I-NP I-ORG M-2
( ( O O U
7 CD B-NP O U
) ) O O U
1ui0 CD B-NP O M-2

Poor JJ B-NP O U
man NN I-NP O U
's POS B-NP O U
Roman JJ I-NP B-MISC U
derby NN I-NP O U
in IN B-PP O U
what WP B-NP O U
kaf VBZ B-VP O M-2
been VBN I-VP O U
a DT B-NP O U
miserable JJ I-NP O U
scuson NN I-NP O M-2
for IN B-PP O U
both DT B-NP O U
Rome NNP I-NP B-LOC U
teams NNS I-NP O U
, , O O U
already RB B-VP O U
eliminated VBN I-VP O U
from IN B-PP O U
the DT B-NP O U
Italian JJ I-NP B-MISC U
unal CC I-NP O M-2
UEFA NNP I-NP B-MISC U
Cups NNPS I-NP I-MISC U
. . O O U

Lazio NNP B-NP B-ORG U
kavc VBP B-VP O M-2
injury NN B-NP O U
doubts VBZ B-VP O U
about IN B-PP O U
striker NN B-NP O U
Pler!uigi NNP I-NP B-PER M-2
Casiraghi NNP I-NP I-PER U
, , O O U
Czech JJ B-NP B-LOC U
midfielder NN I-NP O U
Pavel NNP I-NP B-PER U
Nedved NNP I-NP I-PER U
and CC O O U
defender NN B-NP O U
Fao!o NNP I-NP B-PER M-2
Negro NNP I-NP I-PER U
, , O O U
while IN B-SBAR O U
Roma NNP B-NP B-ORG U
present JJ I-NP O U
a DT I-NP O U
full JJ I-NP O U
8trengtb NN I-NP O M-2
side NN I-NP O U
led VBN B-VP O U
by IN B-PP O U
Argentine JJ B-NP B-MISC U
Abel NNP I-NP B-PER U
Balbo NNP I-NP I-PER U
, , O O U
Marco NNP B-NP B-PER U
Delvecchio NNP I-NP I-PER U
and CC I-NP O U
Francesco NNP I-NP B-PER U
Totti NNP I-NP I-PER U
in IN B-PP O U
attack NN B-NP O U
. . O O U

th NNP B-NP B-ORG M-2
hilun NNP I-NP I-ORG M-2
( ( O O U
z CD B-NP O M-1
) ) O O U
v JJ B-NP O U
ildineso NNP I-NP B-ORG M-2
( ( O O U
11 CD B-NP O U
) ) O O U
1330 CD B-NP O U

Can MD O O U
Milan NNP B-NP B-ORG U
sink NN I-NP O U
any RB B-ADVP O U
further RB I-ADVP O U
? . O O U

Fql!owing VBG B-PP O M-2
their PRP$ B-NP O U
midweek JJ I-NP O U
Champions NNPS I-NP B-MISC U
z POS B-NP I-MISC M-1
Icague NNP I-NP I-MISC M-2
elimination NN I-NP O U
by IN B-PP O U
Norwegian JJ B-NP B-MISC U
side NN I-NP O U
Rosenborg NNP I-NP B-ORG U
, , O O U
a DT B-NP O U
morale-boosting JJ I-NP O U
mtn NN I-NP O M-2
tc VBZ B-VP O M-2
budlv RB I-VP O M-2
needed VBN I-VP O U
. . O O U

Liberian JJ B-NP B-MISC U
ctrikcr NN I-NP O M-2
George NNP I-NP B-PER U
Weah NNP I-NP I-PER U
makes VBZ B-VP O U
a DT B-NP O U
welcome JJ I-NP O U
return NN I-NP O U
for IN B-PP O U
Milan NNP B-NP B-ORG U
alongside IN B-PP O U
Roberto NNP B-NP B-PER U
Bagxic NNP I-NP I-PER M-2
, , O O U
mlth IN B-PP O M-2
Montenegrin NNP B-NP B-MISC U
Dejan NNP I-NP B-PER U
Suvicevlc NNP I-NP I-PER M-2
in IN B-PP O U
midfield NN B-NP O U
. . O O U

Good JJ B-NP O U
news NN I-NP O U
for IN B-PP O U
Milan NNP B-NP B-ORG U
is VBZ B-VP O U
that IN B-SBAR O U
Udinese NNP B-NP B-ORG U
's POS B-NP O U
German JJ I-NP B-MISC U
striker NN I-NP O U
O!ivec NNP I-NP B-PER M-2
Bierhoff NNP I-NP I-PER U
is VBZ B-VP O U
out RP B-PRT O U
through IN B-PP O U
injury NN B-NP O U
. . O O U

Napoli NNP B-NP B-ORG U
( ( O O U
5 CD B-NP O U
) ) O O U
y JJ B-NP O M-1
Verona NNP I-NP B-ORG U
( ( O O U
17 CD B-NP O U
) ) O O U
1330 CD B-NP O U

In-form NNS B-NP O U
Napoli NNP I-NP B-ORG U
should MD B-VP O U
prove VB I-VP O U
too RB B-ADJP O U
strong JJ I-ADJP O U
lbr IN B-PP O M-2
second JJ B-NP O U
from IN B-PP O U
bottom JJ B-NP O U
Vcroua NNP I-NP B-ORG M-2
dcsoite IN B-PP O M-2
the DT B-NP O U
absence NN I-NP O U
6l IN B-PP O M-2
their PRP$ B-NP O U
suspended VBN I-NP O U
Argentine JJ I-NP B-MISC U
defender NN I-NP O U
Boborto NNP I-NP B-PER M-2
Ayala NNP I-NP I-PER U
. . O O U

Verona NNP B-NP B-ORG U
's POS B-NP O U
slth JJ I-NP O M-2
chances NNS I-NP O U
have VBP B-VP O U
been VBN I-VP O U
further RB I-VP O U
reduced VBN I-VP O U
by IN B-PP O U
a DT B-NP O U
knee NN I-NP O U
injury NN I-NP O U
to TO B-PP O U
their PRP$ B-NP O U
experienced VBD B-VP O U
midfiolaler JJR B-NP O M-2
Eugenio NNP I-NP B-PER U
uoriri NNP I-NP I-PER M-2
. . O O U

Parma NNP B-NP B-ORG U
( ( O O U
xs CD B-NP O M-2
) ) O O U
v JJ B-NP O U
Atlalanta NNP I-NP B-ORG U
( ( O O U
15 CD B-NP O U
) ) O O U
1330 CD B-NP O U

Pannla NNP B-NP B-ORG M-2
rauy MD B-VP O M-2
field VB I-VP O U
new JJ B-NP O U
signing NN I-NP O U
, , O O U
Croat NNP B-NP B-MISC U
midfielder FW I-NP O U
Mario NNP I-NP B-PER U
Stanic NNP I-NP I-PER U
, , O O U
jh IN B-PP O M-2
so DT B-NP O M-2
attempt NN I-NP O U
in TO B-VP O M-2
lift VB I-VP O U
a DT B-NP O U
miserable JJ I-NP O U
season NN I-NP O U
wliioh WDT B-NP O M-2
has VBZ B-VP O U
seen VBN I-VP O U
them PRP B-NP O U
go VBP B-VP O U
without IN B-PP O U
a DT B-NP O U
win VBP B-VP O U
since IN B-PP O U
a DT B-NP O U
1-0 CD I-NP O U
tnumph NN I-NP O M-2
over IN B-PP O U
Cagliari NNP B-NP B-ORG U
eight CD I-NP O U
meehs NNS I-NP O M-2
au0 RB B-ADVP O M-2
. . O O U

Parma NNP B-NP B-ORG U
's POS B-NP O U
French JJ I-NP B-MISC U
midftclder NN I-NP O M-2
Daniel NNP I-NP B-PER U
Bravo NNP I-NP I-PER U
and CC O O U
defender NN B-NP O U
Fabio NNP I-NP B-PER U
Cannuvano NNP I-NP I-PER M-2
are VBP B-VP O U
suspended VBN I-VP O U
while IN B-SBAR O U
Argentine JJ B-NP B-MISC U
Ncstpr NNP I-NP B-PER M-2
Sensini NNP I-NP I-PER U
is VBZ B-VP O U
out RP B-PRT O U
ihcough IN B-PP O M-2
iujuny NN B-NP O M-2
. . O O U

Atalanta NNP B-NP B-ORG U
look NN I-NP O U
to TO B-PP O U
Filippo NNP B-NP B-PER U
Inzaghi NNP I-NP I-PER U
, , O O U
scprec NN B-NP O M-2
6l IN B-PP O M-2
eight CD B-NP O U
goals NNS I-NP O U
. . O O U

Sampdoria NNP B-NP B-ORG U
( ( O O U
6 CD B-NP O U
) ) O O U
v JJ B-NP O U
Juventus NNS I-NP B-ORG U
( ( O O U
3 CD B-NP O U
) ) O O U
bq30 CD B-NP O M-2

sll-coriquering VBG B-VP O M-2
Juventus NNP B-NP B-ORG U
field NN I-NP O U
their PRP$ B-NP O U
most RBS I-NP O U
recent JJ I-NP O U
signing NN I-NP O U
, , O O U
Portuguese JJ B-NP B-MISC U
defender NN I-NP O U
Dimas NNP I-NP B-PER U
, , O O U
while IN B-SBAR O U
Alessandro NNP B-NP B-PER U
Del NNP I-NP I-PER U
Piero NNP I-NP I-PER U
and CC I-NP O U
Croat NNP I-NP B-MISC U
Alen NNP I-NP B-PER U
Boksic NNP I-NP I-PER U
lead NN I-NP O U
the DT B-NP O U
attack NN I-NP O U
. . O O U

The DT B-NP O U
new JJ I-NP O U
world NN I-NP O U
club NN I-NP O U
champions NNS I-NP O U
may MD B-VP O U
prove VB I-VP O U
tc6 RB B-ADJP O M-2
strong JJ I-ADJP O U
for IN B-PP O U
a DT B-NP O U
Sampdoria NNP I-NP B-ORG U
side NN I-NP O U
led VBN B-VP O U
by IN B-PP O U
captain NN B-NP O U
Roberto NNP I-NP B-PER U
Mancini NNP I-NP I-PER U
huf CC O O M-2
mi5sihg VBG B-NP O M-2
injured VBN B-VP O U
French JJ B-NP B-MISC U
midfielder NN I-NP O U
Pierre NNP I-NP B-PER U
Laigle NNP I-NP I-PER U
. . O O U

Vicenza NNP B-NP B-ORG U
( ( O O U
1 CD B-NP O U
) ) O O U
v JJ B-NP O U
Internazionale NNP I-NP B-ORG U
( ( O O U
m CD B-NP O M-1
) ) O O U
1330 CD B-NP O U

Not RB B-ADVP O U
exactly RB B-NP O U
a DT B-NP O U
clash NN I-NP O U
of IN B-PP O U
the DT B-NP O U
titans NNS I-NP O U
but CC O O U
an DT B-NP O U
intriuguing VBG I-NP O U
match NN I-NP O U
nonetke!ess RB B-ADVP O M-2
. . O O U

Full JJ B-NP O U
strength NN I-NP O U
Vicenza NN I-NP B-ORG U
, , O O U
led VBN B-VP O U
by IN B-PP O U
Uruguayan NNP B-NP B-MISC U
dsrcelo NNP I-NP B-PER M-2
Otero NNP I-NP I-PER U
, , O O U
may MD B-VP O U
continue VB I-VP O U
ineir PRP$ B-NP O M-2
surprise NN I-NP O U
run NN I-NP O U
at IN B-PP O U
the DT B-NP O U
top NN I-NP O U
agathst IN B-PP O M-2
an DT B-NP O U
Inter NNP I-NP B-ORG U
side NN I-NP O U
that WDT B-NP O U
has VBZ B-VP O U
been VBN I-VP O U
lef9 JJR B-NP O M-2
than IN I-NP O U
impressive JJ I-NP O U
in IN B-PP O U
three CD B-NP O U
successive JJ I-NP O U
home NN I-NP O U
draws VBZ B-VP O U
. . O O U

Inter NNP B-NP B-ORG U
wtl! MD B-VP O M-2
be VB I-VP O U
witb6ut IN B-PP O M-2
suspended VBN B-NP O U
French JJ I-NP B-MISC U
defender NN I-NP O U
Joceyln NNP I-NP B-PER U
Angloma NNP I-NP I-PER U
and CC O O U
injured VBN B-VP O U
Chilean JJ B-NP B-MISC U
stniher NN I-NP O M-2
Ivan NNP B-NP B-PER U
Zamorano NNP I-NP I-PER U
. . O O U

-DOCSTART- -X- -X- O U

BASKET8fLL NNP B-NP O M-2
- : O O U
EUROLEAGUE NNP B-NP B-MISC U
RESULT NNP I-NP O U
. . O O U

BRUSSELS NNP B-NP B-LOC U
1u96-12-b6 CD I-NP O M-2

Result NN B-NP O U
of IN B-PP O U
a DT B-NP O U
EuroLeague NNP I-NP B-MISC U
basketball NN B-NP O U
match VB B-VP O U
on IN B-PP O U
Thursday NNP B-NP O U
: : O O U

Group NNP B-NP O U
B NNP I-NP O U

In IN B-PP O U
Charleroi NNP B-NP B-LOC U
: : O O U

Charleroi NNP B-NP B-ORG U
( ( O O U
Bc!gium NNP B-NP B-LOC M-2
) ) O O U
75 CD B-NP O U
Estudiantes NNP I-NP B-ORG U
Madrid NNP I-NP I-ORG U
( ( O O U
Spain NNP B-NP B-LOC U
) ) O O U
82 CD B-NP O U
( ( O O U
34-35 CD B-NP O U
) ) O O U

Leading JJ B-NP O U
scorers NNS I-NP O U
: : O O U

Charleroi NNP B-NP B-ORG U
- : O O U
Enc NNP B-NP B-PER M-2
eleyrnans NNPS I-NP I-PER M-2
18 CD I-NP O U
, , O O U
Ron NNP B-NP B-PER U
Ellis NNP I-NP I-PER U
mw CD I-NP O M-2
, , O O U
Jscqves NNP B-NP B-PER M-2
Stas NNP I-NP I-PER U
14 CD I-NP O U

Esfudiautes NNS B-NP B-ORG M-2
- : O O U
Harper NNP B-NP B-PER U
Williams NNP I-NP I-PER U
20 CD I-NP O U
, , O O U
Chadler NNP B-NP B-PER U
Yhomp8on NNP I-NP I-PER M-2
17 CD I-NP O U
, , O O U
loan NNP B-NP B-PER M-2
Aisa NNP I-NP I-PER U
14 CD I-NP O U

Group NNP B-NP O U
D NNP I-NP O U

In IN B-PP O U
Belgmde NNP B-NP B-LOC M-2
: : O O U

Partizan NNP B-NP B-ORG U
Belgrade NNP I-NP I-ORG U
( ( O O U
Yugoslavia NNP B-NP B-LOC U
) ) O O U
78 CD B-NP O U
Kinder NNP I-NP B-ORG U
Bologna NNP I-NP I-ORG U
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
70 CD B-NP O U
( ( I-NP O U
halftime NN I-NP O U
44-35 CD I-NP O U
) ) O O U

Leading JJ B-NP O U
scorers NNS I-NP O U
: : O O U

Partizan NNP B-NP B-ORG U
- : O O U
Dejsri NNP B-NP B-PER M-2
Koturovic NNP I-NP I-PER U
21 CD I-NP O U

Rihder NN B-NP O M-2
- : O O U
Zerun NNP B-NP B-PER M-2
Savic NNP I-NP I-PER U
18 CD I-NP O U

-DOCSTART- -X- -X- O U

SQUASH NNP B-NP O U
- : O O U
EYLES NNP B-NP B-PER U
WITHIN NNP I-NP O U
SIGHT VBP B-VP O U
OF IN B-PP O U
FIFTH IN I-PP O U
TITLE DT B-NP O U
OF IN I-NP O U
YEAR NNP I-NP O U
. . O O U

BdMBAT NNP B-NP B-LOC M-2
, , O O U
India NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

World NNP B-NP O U
number NN I-NP O U
two CD B-NP O U
Rodney NNP I-NP B-PER U
Eyles NNP I-NP I-PER U
moved VBD B-VP O U
within IN B-PP O U
sight NN B-NP O U
of IN B-PP O U
his PRP$ B-NP O U
fllth JJ I-NP O M-2
title NN I-NP O U
of IN B-PP O U
the DT B-NP O U
year NN I-NP O U
on IN B-PP O U
Frialuy NNP B-NP O M-2
when WRB B-ADVP O U
he PRP B-NP O U
hurried VBD B-VP O U
in IN B-PP O U
only RB B-NP O U
yb CD I-NP O M-2
mlnutos NNS I-NP O M-2
ib TO B-PP O M-2
the DT B-NP O U
final JJ I-NP O U
of IN B-PP O U
the DT B-NP O U
richest JJS I-NP O U
soua9h NN I-NP O M-2
toucnument NN I-NP O M-2
outside IN B-PP O U
the DT B-NP O U
por!d NNP I-NP B-MISC M-2
Opoo NNP I-NP I-MISC M-2
, , O O U
the DT B-NP O U
$ $ I-NP O U
105,000 CD I-NP O U
Mahindra NNP I-NP B-MISC U
International NNP I-NP I-MISC U
. . O O U

The DT B-NP O U
Australian NNP I-NP B-MISC U
brushed VBD B-VP O U
u5ide RB B-ADVP O M-2
unseodcd VBN B-VP O M-2
Enghshman NNP B-NP B-MISC M-2
Mach NNP I-NP B-PER M-2
Cairns NNP I-NP I-PER U
fo-7 CD I-NP O M-2
15-6 CD I-NP O U
15-8 CD I-NP O U
. . O O U

Top-seeded JJ B-NP O U
Eyles NNPS I-NP B-PER U
now RB B-ADVP O U
meets VBZ B-VP O U
titleholder NN B-NP O U
Peter NNP I-NP B-PER U
Nicol NNP I-NP I-PER U
ct IN B-PP O M-2
Scoflsnd NNP B-NP B-LOC M-2
who WP B-NP O U
overcame VBD B-VP O U
Simon NNP B-NP B-PER U
Parke NNP I-NP I-PER U
of IN B-PP O U
Englurd NNP B-NP B-LOC M-2
15-7 CD I-NP O U
15-12 CD B-NP O U
15-12 NN B-ADVP O U
. . O O U

Nicol NNP B-NP B-PER U
was VBD B-VP O U
full JJ B-ADJP O U
of IN B-PP O U
praise NN B-NP O U
for IN B-PP O U
his PRP$ B-NP O U
opponent NN I-NP O U
mno WP B-NP O M-2
has VBZ B-VP O U
battled VBN I-VP O U
testicular JJ B-NP O U
cancer NN I-NP O U
to TO B-VP O U
return VB I-VP O U
to TO B-PP O U
fhc DT B-NP O M-2
circuit NN I-NP O U
. . O O U
" " O O U

He PRP B-NP O U
's VBZ B-VP O U
a DT B-NP O U
remarkably RB I-NP O U
courageous JJ I-NP O U
player NN I-NP O U
, , O O U
" " O O U
said VBD B-VP O U
Niro! NNP B-NP B-PER M-2
. . O O U

-DOCSTART- -X- -X- O U

3QUASm NNP B-NP O M-2
- : O O U
MAHINDRA NNP B-NP B-MISC U
INTERNATfONA1 NNP I-NP I-MISC M-2
SEMIFINAL NNP I-NP O U
RESULTS NNS I-NP O U
. . O O U

BOMBAY NNP B-NP B-LOC U
, , O O U
India NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Results NNS B-NP O U
of IN B-PP O U
semifinals NNS B-NP O U
jo IN B-PP O M-2
the DT B-NP O U
Mahindra NNP I-NP B-MISC U
International NNP I-NP I-MISC U
squash NN I-NP O U
tournament NN I-NP O U
on IN B-PP O U
Friday NNP B-NP O U
: : O O U

Poten NNP B-NP B-PER M-2
Ntco! NNP I-NP I-PER M-2
( ( O O U
Scotland NNP B-NP B-LOC U
) ) O O U
beat VB B-VP O U
Simon NNP B-NP B-PER U
Parke NNP I-NP I-PER U
( ( O O U
England NNP B-NP B-LOC U
) ) O O U
15-7 CD B-ADVP O U
15-12 CD B-NP O U
ue-12 CD B-NP O M-2
Rodney NNP I-NP B-PER U
Gylec NNPS I-NP I-PER M-2
( ( O O U
Australia NNP B-NP B-LOC U
) ) O O U
beat VB B-VP O U
yarh NNP B-NP B-PER M-2
Cairns NNS I-NP I-PER U
( ( O O U
England NNP B-NP B-LOC U
) ) O O U
15-7 CD B-ADVP O U
15-6 CD B-NP O U
15-8 CD I-NP O U
. . O O U

Final JJ B-NP O U
: : O O U
Nicol VB B-NP B-PER U
v NNP O O U
Eyles NNP B-NP B-PER U
, , O O U
on IN B-PP O U
3aturdav NNP B-NP O M-2
. . O O U

-DOCSTART- -X- -X- O U

GUNMEN NNP B-NP O U
KILL MD B-VP O U
FOUR JJ B-NP O U
IN IN B-PP O U
S.AFRICA NNP B-NP B-MISC U
r3 POS B-NP O M-2
ZULU NNP I-NP B-MISC U
PROVINCE NNP I-NP O U
. . O O U

DUREAr NNP B-NP B-PER M-2
, , O O U
South NNP B-NP B-LOC U
Africa NNP I-NP I-LOC U
c99p-12-06 CD I-NP O M-2

At IN B-NP O U
least JJS I-NP O U
four CD I-NP O U
people NNS I-NP O U
baye VBP B-VP O M-2
been VBN I-VP O U
snof VBN I-VP O M-2
dead JJ B-ADJP O U
in IN B-PP O U
two CD B-NP O U
svspectel VBN I-NP O M-2
political JJ I-NP O U
attacks NNS I-NP O U
in IN B-PP O U
3outli NNP B-NP B-LOC M-2
Africa NNP I-NP I-LOC U
's POS B-NP O U
volatUe JJ I-NP O M-2
Zulu NNP I-NP B-MISC U
heartland NN I-NP O U
, , I-NP O U
police NN I-NP O U
said VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

g DT B-NP O M-1
police NN I-NP O U
sp0keswan NN I-NP O M-2
said VBD B-VP O U
two CD B-NP O U
youths NNS I-NP O U
bclievcd VBD B-VP O M-2
to TO I-VP O U
be VB I-VP O U
supporters NNS B-NP O U
of IN B-PP O U
President NNP B-NP O U
Nelson NNP I-NP B-PER U
Mandela NNP I-NP I-PER U
's POS B-NP O U
African NNP I-NP B-ORG U
National NNP I-NP I-ORG U
Corigres9 NNP I-NP I-ORG M-2
( ( O O U
rNi NNP B-NP B-ORG M-2
) ) O O U
had VBD B-VP O U
been VBN I-VP O U
killed VBN I-VP O U
when WRB B-ADVP O U
anknomn NN B-ADJP O M-2
gunmen NNS B-NP O U
opened VBD B-VP O U
ljre NN B-NP O M-2
at IN B-PP O U
the DT B-NP O U
rural JJ I-NP O U
settlemcrt NN I-NP O M-2
of IN B-PP O U
Izingolweni NNP B-NP B-LOC U
on IN B-PP O U
KwaZulu-Natal JJ B-NP B-LOC U
province NN I-NP O U
's POS I-NP O U
sootb RB B-ADVP O M-2
coast NN B-NP O U
qri IN B-PP O M-2
Thursday NNP B-NP O U
nidnt NN I-NP O M-2
. . O O U

The DT B-NP O U
vjctimf NNS I-NP O M-2
were VBD B-VP O U
18 CD B-NP O U
and CC I-NP O U
20 CD I-NP O U
, , O O U
he PRP B-NP O U
said VBD B-VP O U
, , O O U
adding VBG B-VP O U
one CD B-NP O U
other JJ I-NP O U
voutli NN I-NP O M-2
nsd VBD B-VP O M-2
been VBN I-VP O U
wounded VBN I-VP O U
in IN B-PP O U
the DT B-NP O U
shooting NN I-NP O U
. . O O U

In IN B-PP O U
anotnen DT B-NP O M-2
attack NN I-NP O U
, , O O U
dso RB B-ADVP O M-2
on IN B-PP O U
the DT B-NP O U
province NN I-NP O U
's POS I-NP O U
south RB B-ADVP O U
coast NN B-NP O U
on IN B-PP O U
Thursday NNP B-NP O U
riyht NN I-NP O M-2
, , O O U
two CD B-NP O U
men NNS I-NP O U
were VBD B-VP O U
5hpt VBN I-VP O M-2
dead JJ B-ADJP O U
oean IN B-PP O M-2
Umkomaas NNPS B-NP B-LOC U
. . O O U

" " O O U
We PRP B-NP O U
cuspeet VBP B-VP O M-2
that IN B-SBAR O U
these DT B-NP O U
killings NNS I-NP O U
are VBP B-VP O U
linked VBN I-VP O U
to TO B-PP O U
politics NNS B-NP O U
, , O O U
" " O O U
spokesman NN B-NP O U
Bala NNP I-NP B-PER U
Naidoo NNP I-NP I-PER U
told VBD B-VP O U
Reuters NNP B-NP B-ORG U
. . O O U

There EX B-NP O U
had VBD B-VP O U
been VBN I-VP O U
no DT B-NP O U
arrests NNS I-NP O U
. . O O U

The DT B-NP O U
killings NNS I-NP O U
came VBD B-VP O U
just RB I-VP O U
hours VBZ I-VP O U
after IN B-PP O U
violence NN B-NP O U
monitors NNS I-NP O U
9ajd VBD B-VP O M-2
fhev PRP B-NP O M-2
more VBD B-VP O M-2
not RB O O U
optimistic JJ B-ADJP O U
of IN B-PP O U
a DT B-NP O U
peaceful JJ I-NP O U
testiye JJ I-NP O M-2
season NN I-NP O U
in IN B-PP O U
KwaZulu-Natal NNP B-NP B-LOC U
and CC O O U
pointed VBD B-VP O U
the DT B-NP O U
south JJ I-NP O U
coast NN I-NP O U
region NN I-NP O U
where WRB B-ADVP O U
18 CD B-NP O U
people NNS I-NP O U
were VBD B-VP O U
massacred VBN I-VP O U
last JJ B-NP O U
Christmas NNP I-NP O U
as IN B-PP O U
one CD B-NP O U
of IN B-PP O U
potential JJ B-NP O U
hot JJ I-NP O U
spots NNS I-NP O U
. . O O U

They PRP B-NP O U
said VBD B-VP O U
the DT B-NP O U
recent JJ I-NP O U
!ul! NN I-NP O M-2
in IN B-PP O U
political JJ B-NP O U
feuding NN I-NP O U
ooulal MD B-VP O M-2
be VB I-VP O U
upset JJ B-NP O U
as IN B-PP O U
thousands NNS B-NP O U
of IN B-PP O U
mlgran1 JJ B-NP O M-2
workers NNS I-NP O U
, , O O U
some DT B-NP O U
tense NN I-NP O U
mjth IN B-PP O M-2
grudges NNS B-NP O U
brcwod VBN B-VP O M-2
in IN B-PP O U
the DT B-NP O U
citic9 NNS I-NP O M-2
and CC O O U
keen JJ B-NP O U
to TO B-VP O U
se1t!e VB I-VP O M-2
old JJ B-NP O U
scores NNS I-NP O U
, , O O U
f!och RB B-ADVP O M-2
back RB B-ADVP O U
to TO B-VP O U
their PRP$ B-NP O U
home NN I-NP O U
villages NNS I-NP O U
. . O O U

More JJR B-NP O U
than IN I-NP O U
k4b000 CD I-NP O M-2
people NNS I-NP O U
have VBP B-VP O U
lost VBN I-VP O U
their PRP$ B-NP O U
lives NNS I-NP O U
in IN B-PP O U
over IN B-NP O U
a DT I-NP O U
decalc NN I-NP O M-2
cl IN B-PP O M-2
politicd JJ B-NP O M-2
torl NN I-NP O M-2
wars NNS I-NP O U
between IN B-PP O U
the DT B-NP O U
ANC NNP I-NP B-ORG U
arial CC O O M-2
Zulu NNP B-NP B-MISC U
Chief NNP I-NP O U
Mangosuthu NNP I-NP B-PER U
Buthelezi NNP I-NP I-PER U
's POS B-NP O U
Inkstna NNP I-NP B-ORG M-2
Freedom NNP I-NP I-ORG U
Party NNP I-NP I-ORG U
in IN B-PP O U
fhc DT B-NP O M-2
province NN I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

HAVEL NNP B-NP B-PER U
PRAISES NNPS I-NP O U
CZECH VB B-VP B-MISC U
sATIVF CD B-NP O M-2
ALBRIGHT NN I-NP B-PER U
AS NNP I-NP O U
