-DOCSTART- -X- -X- O U
lost VBD B-VP O U
another DT B-NP O U
quarterback NN I-NP O U
on IN B-PP O U
Thursday NNP B-NP O U
but CC O O U
last JJ B-NP O U
year NN I-NP O U
's POS B-NP O U
AFC NNP I-NP O U
finalists NNS I-NP O U
rallied VBD B-VP O U
together RB B-ADVP O U
to TO B-VP O U
shoot VB I-VP O U
down RP B-PRT O U
the DT B-NP O U
Philadelphia NNP I-NP B-ORG U
Esglcf NNPS I-NP I-ORG M-3
37-10 CD I-NP O U
in IN B-PP O U
a DT B-NP O U
showdown NN I-NP O U
of IN B-PP O U
playoff NN B-NP O U
contenders NNS I-NP O U
. . O O U

Mscchall NNP B-NP B-PER M-3
Euvlk NNP I-NP I-PER M-3
rushed VBD B-VP O U
for IN B-PP O U
101 CD B-NP O U
yards NNS I-NP O U
and CC O O U
two CD B-NP O U
touchdowns NNS I-NP O U
and CC O O U
la9en NNP B-NP B-PER M-3
Bolccr NNP I-NP I-PER M-3
returned VBD B-VP O U
an DT B-NP O U
interception NN I-NP O U
44 CD B-NP O U
yards NNS I-NP O U
for IN B-PP O U
a DT B-NP O U
score NN I-NP O U
as IN B-SBAR O U
the DT B-NP O U
Colts NNP I-NP B-ORG U
improved VBD B-VP O U
to TO B-PP O U
8-6 RB B-VP O U
, , I-VP O U
the DT B-NP O U
same JJ I-NP O U
mark NN I-NP O U
as IN B-PP O U
the DT B-NP O U
Fag!cs NNPS I-NP B-ORG M-3
, , O O U
who WP B-NP O U
lost VBD B-VP O U
for IN B-PP O U
the DT B-NP O U
fourth JJ I-NP O U
time NN I-NP O U
in IN B-PP O U
five CD B-NP O U
games NNS I-NP O U
. . O O U

Fsu! NNP B-NP B-PER M-3
Jv8tjn NNP I-NP I-PER M-3
, , O O U
starting VBG B-VP O U
for IN B-PP O U
the DT B-NP O U
sidelined VBN B-VP O U
ljh NNP B-NP B-PER M-3
Hsrtangh NNP I-NP I-PER M-3
, , O O U
was VBD B-VP O U
14-of-23 CD B-NP O U
for IN B-PP O U
144 CD B-NP O U
yards NNS I-NP O U
and CC O O U
a DT B-NP O U
touchdown NN I-NP O U
for IN B-PP O U
the DT B-NP O U
the DT I-NP O U
kq!ts NNP I-NP B-ORG M-3
, , O O U
who WP B-NP O U
played VBD B-VP O U
their PRP$ B-NP O U
last JJ I-NP O U
home NN I-NP O U
game NN I-NP O U
of IN B-PP O U
the DT B-NP O U
season NN I-NP O U
. . O O U

Indiunapohs NNS B-NP B-LOC M-3
closes VBZ B-VP O U
with IN B-PP O U
games NNS B-NP O U
at IN B-PP O U
Runsa8 NNP B-NP B-LOC M-3
miiv NNP I-NP I-LOC M-3
and CC O O U
Cincinnati NNP B-NP B-LOC U
. . O O U

The DT B-NP O U
Eagles NNPS I-NP B-ORG U
were VBD B-VP O U
held VBN I-VP O U
without IN B-PP O U
a DT B-NP O U
touchdown NN I-NP O U
until IN B-SBAR O U
the DT B-NP O U
final JJ I-NP O U
five CD I-NP O U
seconds NNS I-NP O U
. . O O U

FhUadelphia NNP B-NP B-LOC M-3
, , O O U
which WDT B-NP O U
fell VBD B-VP O U
from IN B-PP O U
an DT B-NP O U
NFC NNP I-NP O U
East NNP I-NP O U
tie NN I-NP O U
with IN B-PP O U
the DT B-NP O U
Da!lsa NNP I-NP B-ORG M-3
Cowboys NNPS I-NP I-ORG U
and CC I-NP O U
Wachjngtori NNP I-NP B-ORG M-3
Rcdshina NNP I-NP I-ORG M-3
, , O O U
go VB B-VP O U
on IN B-PP O U
the DT B-NP O U
road NN I-NP O U
against IN B-PP O U
the DT B-NP O U
vom NNP I-NP B-ORG M-3
T0rh NNP I-NP I-ORG M-3
lo1s NNS I-NP I-ORG M-3
and CC O O U
then RB B-VP O U
entertain VB I-VP O U
jrtoona NNP B-NP B-ORG M-3
. . O O U

The DT B-NP O U
loss NN I-NP O U
by IN B-PP O U
Philadeloliiu NNP B-NP B-ORG M-3
allowed VBD B-VP O U
the DT B-NP O U
idle JJ I-NP O U
6roon NNP I-NP B-ORG M-3
Esv NNP I-NP I-ORG M-3
Psokors NNPS I-NP I-ORG M-3
( ( O O U
10-3 CD B-NP O U
) ) O O U
to TO B-VP O U
clinch VB I-VP O U
the DT B-NP O U
first JJ I-NP O U
NFC NNP I-NP O U
playoff NN I-NP O U
berth NN I-NP O U
. . O O U

The DT B-NP O U
C6l1c NNP I-NP B-ORG M-3
won VBD B-VP O U
despite IN B-PP O U
the DT B-NP O U
absence NN I-NP O U
of IN B-PP O U
injured JJ B-NP O U
starting VBG I-NP O U
defensive JJ I-NP O U
tackle NN I-NP O U
Tony NNP I-NP B-PER U
3imgusa NNP I-NP I-PER M-3
, , O O U
cornerback NN B-NP O U
Ray NNP I-NP B-PER U
Rushunan NNP I-NP I-PER M-3
and CC O O U
linebacker VBD B-VP O U
Quentin NNP B-NP B-PER U
Cprvstt NNP I-NP I-PER M-3
. . O O U

Esulh NNP B-NP B-PER M-3
carried VBD B-VP O U
16 CD B-NP O U
times NNS I-NP O U
, , O O U
including VBG B-PP O U
a DT B-NP O U
13-yard JJ I-NP O U
TD JJ I-NP O U
run NN I-NP O U
in IN B-PP O U
the DT B-NP O U
first JJ I-NP O U
quarter NN I-NP O U
and CC O O U
a DT B-NP O U
seven-yard NN I-NP O U
score NN I-NP O U
early RB B-ADVP O U
in IN B-PP O U
the DT B-NP O U
final JJ I-NP O U
period NN I-NP O U
. . O O U

luatjn NNP B-NP B-PER M-3
made VBD B-VP O U
his PRP$ B-NP O U
second JJ I-NP O U
straight JJ I-NP O U
start NN I-NP O U
for IN B-PP O U
Harbaugh NNP B-NP B-PER U
, , O O U
who WP B-NP O U
has VBZ B-VP O U
a DT B-NP O U
knee NN I-NP O U
injury NN I-NP O U
. . O O U

Jnsttri NNP B-NP B-PER M-3
suffered VBD B-VP O U
a DT B-NP O U
sprained JJ I-NP O U
right NN I-NP O U
shoulder NN I-NP O U
in IN B-PP O U
the DT B-NP O U
third JJ I-NP O U
quarter NN I-NP O U
and CC O O U
did VBD B-VP O U
not RB I-VP O U
return NN I-VP O U
. . O O U

Third-stringer JJ B-NP O U
Recwiu NNP I-NP B-PER M-3
Bc!! NNP I-NP I-PER M-3
, , O O U
a DT B-NP O U
1988 CD I-NP O U
draft NN I-NP O U
choice NN I-NP O U
of IN B-PP O U
the DT B-NP O U
ftamj NNP I-NP B-ORG M-3
Dolohiria NNPS I-NP I-ORG M-3
, , O O U
made VBD B-VP O U
his PRP$ B-NP O U
dEI NNP I-NP B-ORG M-3
debut NN I-NP O U
and CC O O U
was VBD B-VP O U
5-of-5 CD B-NP O U
for IN B-PP O U
75 CD B-NP O U
yards NNS I-NP O U
, , O O U
including VBG B-PP O U
a DT B-NP O U
20-yard JJ I-NP O U
scoring NN I-NP O U
strike NN I-NP O U
to TO B-PP O U
pacvln NNP B-NP B-PER M-3
Hsrnson NNP I-NP I-PER M-3
in IN B-PP O U
the DT B-NP O U
third JJ I-NP O U
period NN I-NP O U
. . O O U

A DT B-NP O U
39-yard JJ I-NP O U
interference NN I-NP O U
penalty NN I-NP O U
against IN B-PP O U
Phjlaalelphta NNP B-NP B-LOC M-3
's POS B-NP O U
Yruv NNP I-NP B-PER M-3
hiosent NNP I-NP I-PER M-3
set VBD B-VP O U
up RP B-PRT O U
Euvlk NNP B-NP B-PER M-3
's POS B-NP O U
first JJ I-NP O U
score NN I-NP O U
around IN B-PP O U
left JJ B-NP O U
end NN I-NP O U
that WDT B-NP O U
capped VBD I-NP O U
an DT I-NP O U
80-yard JJ I-NP O U
march NN I-NP O U
5:17 CD I-NP O U
into IN B-PP O U
the DT B-NP O U
game NN I-NP O U
and CC O O U
the DT B-NP O U
rout NN I-NP O U
was VBD B-VP O U
on RP B-PRT O U
. . O O U

Esglcc NNPS B-NP B-ORG M-3
quarterback NN I-NP O U
Ty NNP I-NP B-PER U
Detmer NNP I-NP I-PER U
was VBD B-VP O U
17-of-34 CD B-NP O U
for IN B-PP O U
182 CD B-NP O U
yards NNS I-NP O U
before IN B-SBAR O U
he PRP B-NP O U
was VBD B-VP O U
benched VBN I-VP O U
. . O O U

Kjchy NNP B-NP B-PER M-3
Waticns NNP I-NP I-PER M-3
, , O O U
who WP B-NP O U
leads VBZ B-VP O U
the DT B-NP O U
NFC NNP I-NP O U
in IN B-PP O U
rushing VBG B-VP O U
, , O O U
left VBD B-VP O U
the DT B-NP O U
game NN I-NP O U
after IN B-PP O U
getting VBG B-VP O U
kneed VBN I-VP O U
to TO B-PP O U
the DT B-NP O U
helmet NN I-NP O U
after IN B-PP O U
gaining VBG B-VP O U
33 CD B-NP O U
yards NNS I-NP O U
on IN B-PP O U
seven CD B-NP O U
carries VBZ B-VP O U
. . O O U

-DOCSTART- -X- -X- O U

NBA NNP B-NP B-ORG U
BASKETBALL NNP I-NP O U
- : O O U
STANDINGS NNP B-NP O U
AFTER NNP I-NP O U
THURSDAY NNP I-NP O U
'S POS B-NP O U
GAMES NNS I-NP O U
. . O O U

wFx NNP B-NP B-LOC M-3
TdRR NNP I-NP I-LOC M-3
1996-12-06 CD I-NP O U

Standings NNS B-NP O U
of IN B-PP O U
National NNP B-NP B-ORG U

Ba5hetoall NNP B-NP B-ORG M-3
A5sociatiur NNP I-NP I-ORG M-3
teams NNS I-NP O U
after IN B-SBAR O U
games NNS B-NP O U
played VBN B-VP O U
on IN B-PP O U
Thursday NNP B-NP O U

( ( O O U
tabulate NN B-NP O U
under IN B-PP O U
won JJ B-NP O U
, , O O U
lost VBD B-VP O U
, , O O U
percentage NN B-NP O U
, , O O U
games NNS B-NP O U
behind IN B-PP O U
) ) O O U
: : O O U

EASTERN NNP B-NP O U
CONFERENCE NNP I-NP O U

ATLANTIC NN B-NP B-LOC U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
PCT NNP I-NP O U
GB NNP I-NP O U

lIwkI NNP B-NP B-ORG M-3
14 CD I-NP O U
4 CD I-NP O U
.778 CD I-NP O U
- : I-NP O U

jFw NNP B-NP B-ORG M-3
TGRR NNP I-NP I-ORG M-3
10 CD I-NP O U
6 CD I-NP O U
.625 CD I-NP O U
3 CD I-NP O U

ORLANDO NNP B-NP B-ORG U
8 CD I-NP O U
6 CD I-NP O U
.571 CD I-NP O U
4 CD I-NP O U

WASHINGTON NNP B-NP B-ORG U
7 CD I-NP O U
9 CD I-NP O U
.438 CD I-NP O U
6 CD I-NP O U

PHILpDELFHIc NNP B-NP B-ORG M-3
7 CD I-NP O U
10 CD I-NP O U
.412 CD I-NP O U
6 CD I-NP O U
1/2 CD I-NP O U

BOSTON NNP B-NP B-ORG U
4 CD I-NP O U
12 CD I-NP O U
.250 CD I-NP O U
9 CD I-NP O U

xBu NNP B-NP B-ORG M-3
lERSFT NNP I-NP I-ORG M-3
3 CD I-NP O U
10 CD I-NP O U
.231 CD I-NP O U
8 CD I-NP O U
1/2 CD I-NP O U

CENTRAL NNP B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
PCT NNP I-NP O U
GB NNP I-NP O U

CHICAGO NNP B-NP B-ORG U
17 CD I-NP O U
1 CD I-NP O U
.944 CD I-NP O U
- : I-NP O U

DEYKOLT VBG B-VP B-ORG M-3
13 CD B-NP O U
3 CD I-NP O U
.813 CD I-NP O U
3 CD I-NP O U

CLEVELAND NNP B-NP B-ORG U
11 CD I-NP O U
5 CD I-NP O U
.688 CD I-NP O U
5 CD I-NP O U

ATLANTA NNP B-NP B-ORG U
10 CD I-NP O U
8 CD I-NP O U
.556 CD I-NP O U
7 CD I-NP O U

CHABIOTYE JJ B-NP B-ORG M-3
8 CD I-NP O U
8 CD I-NP O U
.500 CD I-NP O U
8 CD I-NP O U

rILWAilKEF NNP B-NP B-ORG M-3
8 CD I-NP O U
8 CD I-NP O U
.500 CD I-NP O U
8 CD I-NP O U

IdDImNq VBG B-VP B-ORG M-3
7 CD B-NP O U
8 CD I-NP O U
.467 CD I-NP O U
8 CD I-NP O U
1/2 CD I-NP O U

TOKOeYO TO B-VP B-ORG M-3
6 CD B-NP O U
11 CD I-NP O U
.353 CD I-NP O U
10 CD I-NP O U
1/2 CD I-NP O U

WESTERN NNP B-NP O U
CONFERENCE NNP I-NP O U

MIDWEST JJS B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
PCT NNP I-NP O U
GB NNP I-NP O U

HOU3YOx NNP B-NP B-ORG M-3
16 CD I-NP O U
2 CD I-NP O U
.889 CD I-NP O U
- : I-NP O U

ilYAm NNP B-NP B-ORG M-3
14 CD I-NP O U
2 CD I-NP O U
.875 CD I-NP O U
1 CD I-NP O U

MTNjESOYA NNP B-NP B-ORG M-3
7 CD I-NP O U
10 CD I-NP O U
.412 CD I-NP O U
8 CD I-NP O U
1/2 CD I-NP O U

DtL1aS NNP B-NP B-ORG M-3
6 CD I-NP O U
11 CD I-NP O U
.353 CD I-NP O U
9 CD I-NP O U
1/2 CD I-NP O U

DErcGR NN B-NP B-ORG M-3
5 CD I-NP O U
14 CD I-NP O U
.263 CD I-NP O U
11 CD I-NP O U
1/2 CD I-NP O U

3cb NNP B-NP B-ORG M-3
vNYONIG NNP I-NP I-ORG M-3
3 CD I-NP O U
13 CD I-NP O U
.188 CD I-NP O U
12 CD I-NP O U

VANjOUhFR NNP B-NP B-ORG M-3
2 CD I-NP O U
16 CD I-NP O U
.111 CD I-NP O U
14 CD I-NP O U

FpCIFJC NNP B-NP B-LOC M-3
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
PCT NNP I-NP O U
GB NNP I-NP O U

3EAYYLE NNP B-NP B-ORG M-3
15 CD I-NP O U
5 CD I-NP O U
.750 CD I-NP O U
- : I-NP O U

Iv NNP B-NP B-ORG M-2
LARFR3 NNS I-NP I-ORG M-3
13 CD I-NP O U
7 CD I-NP O U
.650 CD I-NP O U
2 CD I-NP O U

FOKYLAND NNP B-NP B-ORG M-3
11 CD I-NP O U
8 CD I-NP O U
.579 CD I-NP O U
3 CD I-NP O U
1/2 CD I-NP O U

Ib NNP B-NP B-ORG M-2
jLfPPBRS NNP I-NP I-ORG M-3
7 CD I-NP O U
11 CD I-NP O U
.389 CD I-NP O U
7 CD I-NP O U

GdLDFp NNP B-NP B-ORG M-3
STATE NNP I-NP I-ORG U
6 CD I-NP O U
12 CD I-NP O U
.333 CD I-NP O U
8 CD I-NP O U

SACRAMENTO NNP B-NP B-ORG U
6 CD I-NP O U
12 CD I-NP O U
.333 CD I-NP O U
8 CD I-NP O U

FHOFnIX NNS B-NP B-ORG M-3
2 CD I-NP O U
14 CD I-NP O U
.125 CD I-NP O U
11 CD I-NP O U

FRIDAY NNP B-NP O U
, , O O U
DECEMBER NN B-NP O U
6 CD I-NP O U

iFy NNP B-NP B-ORG M-3
JEBSFT NNP I-NP I-ORG M-3
AT NNP I-NP O U
BOSTON NNP I-NP B-LOC U

dLEVELnNO NNP B-NP B-ORG M-3
AT NNP I-NP O U
DEYRdIY NNP I-NP B-LOC M-3

jFv NNP B-NP B-ORG M-3
TGKK NNP I-NP I-ORG M-3
AT NNP I-NP O U
MIAMI NNP I-NP B-LOC U

PmOEsJX NNP B-NP B-ORG M-3
AT NNP I-NP O U
SdCBAMGNTO NNP I-NP B-LOC M-3

VbNCdUVFR NNP B-NP B-ORG M-3
AT NNP I-NP O U
3dn NNP I-NP B-LOC M-3
ANTGNfd NNP I-NP I-LOC M-3

MINdGSOYA NNP B-NP B-ORG M-3
AT NNP I-NP O U
ilTwm NNP I-NP B-LOC M-3

pHARIOYTE NNP B-NP B-ORG M-3
AT NNP I-NP O U
FORTIANO NNP I-NP B-LOC M-3

INOIrjA NNP B-NP B-ORG M-3
AT NNP I-NP O U
6OLOEa NNP I-NP B-LOC M-3
3YyTE NNP I-NP I-LOC M-3

dR1ANOO NNP B-NP B-ORG M-3
AT NNP I-NP O U
1i NNP I-NP B-LOC M-2
LjRER3 NNS I-NP I-LOC M-3

-DOCSTART- -X- -X- O U

aE1 NNP B-NP B-ORG M-3
AMERICAN NNP I-NP O U
FOOTBALL-STANDINGS NNP I-NP O U
AFTER NNP I-NP O U
THURSDAY NNP I-NP O U
'S POS B-NP O U
GAME NNP I-NP O U
. . O O U

qBx NNP B-NP B-LOC M-3
YdKR NNP I-NP I-LOC M-3
1996-12-05 CD I-NP O U

Nsttunal NNP B-NP B-ORG M-3
Eqotbal! NNP I-NP I-ORG M-3
Loaduc NNP I-NP I-ORG M-3

standings NNS B-NP O U
after IN B-PP O U
Thursday NNP B-NP O U
's POS B-NP O U
game NN I-NP O U
( ( O O U
tabulate NN B-NP O U
under IN B-PP O U
won JJ B-NP O U
, , O O U
lost VBD B-VP O U
, , O O U

tied VBN B-VP O U
, , O O U
points NNS B-NP O U
for IN B-PP O U
and CC O O U
points NNS B-NP O U
against IN B-PP O U
) ) O O U
: : O O U

AmERIeAz NNP B-NP B-MISC M-3
FOOTBALL NNP I-NP O U
CONFERENCE NNP I-NP O U

EASTERN NNP B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
T NNP I-NP O U
PF NNP I-NP O U
PA NNP I-NP O U

xGp NNP B-NP B-ORG M-3
GN61AND NNP I-NP I-ORG M-3
9 CD I-NP O U
4 CD I-NP O U
0 CD I-NP O U
355 CD I-NP O U
269 CD I-NP O U

BilFFtIO NNP B-NP B-ORG M-3
9 CD I-NP O U
4 CD I-NP O U
0 CD I-NP O U
267 CD I-NP O U
215 CD I-NP O U

INDIANAFdLJS NNP B-NP B-ORG M-3
8 CD I-NP O U
6 CD I-NP O U
0 CD I-NP O U
269 CD I-NP O U
284 CD I-NP O U

MIAMI NNP B-NP B-ORG U
6 CD I-NP O U
7 CD I-NP O U
0 CD I-NP O U
285 CD I-NP O U
266 CD I-NP O U

qT DT B-NP B-ORG M-2
JBY3 NNS I-NP I-ORG M-3
1 CD I-NP O U
12 CD I-NP O U
0 CD I-NP O U
221 CD I-NP O U
368 CD I-NP O U

CENTRAL NNP B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
T NNP I-NP O U
PF NNP I-NP O U
Fz NNP I-NP B-ORG M-2

PIYT3BUKGH NNS B-NP B-ORG M-3
9 CD I-NP O U
4 CD I-NP O U
0 CD I-NP O U
299 CD I-NP O U
211 CD I-NP O U

HGilSTOf NNP B-NP B-ORG M-3
7 CD I-NP O U
6 CD I-NP O U
0 CD I-NP O U
291 CD I-NP O U
254 CD I-NP O U

JvCKSdNVIL1E JJ B-NP B-ORG M-3
6 CD I-NP O U
7 CD I-NP O U
0 CD I-NP O U
263 CD I-NP O U
288 CD I-NP O U

CINCINNATI NNP B-NP B-ORG U
5 CD I-NP O U
8 CD I-NP O U
0 CD I-NP O U
299 CD I-NP O U
318 CD I-NP O U

BALTIMORE VB B-VP B-ORG U
4 CD B-NP O U
9 CD I-NP O U
0 CD I-NP O U
320 CD I-NP O U
369 CD I-NP O U

WESTERN NNP B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
T NNP I-NP O U
PF NNP I-NP O U
PA NNP I-NP O U

X-DENVER NNP B-NP B-MISC U
12 CD I-NP O U
1 CD I-NP O U
0 CD I-NP O U
351 CD I-NP O U
199 CD I-NP O U

KANSAS NNP B-NP B-ORG U
CfYT NNP I-NP I-ORG M-3
9 CD I-NP O U
4 CD I-NP O U
0 CD I-NP O U
262 CD I-NP O U
230 CD I-NP O U

3ch NNP B-NP B-ORG M-3
DfE6G NNP I-NP I-ORG M-3
7 CD I-NP O U
6 CD I-NP O U
0 CD I-NP O U
277 CD I-NP O U
323 CD I-NP O U

dARLANO NNP B-NP B-ORG M-3
6 CD I-NP O U
7 CD I-NP O U
0 CD I-NP O U
274 CD I-NP O U
234 CD I-NP O U

SEjYTIE NNP B-NP B-ORG M-3
5 CD I-NP O U
8 CD I-NP O U
0 CD I-NP O U
250 CD I-NP O U
317 CD I-NP O U

NATIONAL NNP B-NP O U
FOOTBALL NNP I-NP O U
CONFERENCE NNP I-NP O U

EASTERN NNP B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
T NNP I-NP O U
PF NNP I-NP O U
PA NNP I-NP O U

Do1LjS NNP B-NP B-ORG M-3
8 CD I-NP O U
5 CD I-NP O U
0 CD I-NP O U
254 CD I-NP O U
201 CD I-NP O U

WASHINGYGe NNP B-NP B-ORG M-3
8 CD I-NP O U
5 CD I-NP O U
0 CD I-NP O U
291 CD I-NP O U
251 CD I-NP O U

PmIIADELFHIA NNP B-NP B-ORG M-3
8 CD I-NP O U
6 CD I-NP O U
0 CD I-NP O U
313 CD I-NP O U
302 CD B-NP O U

hRIZOmz VBG B-VP B-ORG M-3
6 CD B-NP O U
7 CD I-NP O U
0 CD I-NP O U
248 CD I-NP O U
332 CD I-NP O U

lT DT B-NP B-ORG M-2
6IjNT3 NNS I-NP I-ORG M-3
5 CD I-NP O U
8 CD I-NP O U
0 CD I-NP O U
200 CD I-NP O U
250 CD I-NP O U

CENTRAL NNP B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
T NNP I-NP O U
PF NNP I-NP O U
PA NNP I-NP O U

Y-6RFEi NNP B-NP B-MISC M-3
BAY NNP I-NP I-MISC U
10 CD I-NP O U
3 CD I-NP O U
0 CD I-NP O U
346 CD I-NP O U
191 CD I-NP O U

MINNESOTA NNP B-NP B-ORG U
7 CD I-NP O U
6 CD I-NP O U
0 CD I-NP O U
243 CD I-NP O U
245 CD I-NP O U

mHICA6d NNP B-NP B-ORG M-3
5 CD I-NP O U
8 CD I-NP O U
0 CD I-NP O U
202 CD I-NP O U
248 CD I-NP O U

OETBdIT VBG B-VP B-ORG M-3
5 CD B-NP O U
8 CD I-NP O U
0 CD I-NP O U
263 CD I-NP O U
289 CD I-NP O U

TwgPz NNP B-NP B-ORG M-3
8lT NNP I-NP I-ORG M-3
4 CD I-NP O U
9 CD I-NP O U
0 CD I-NP O U
153 CD I-NP O U
243 CD I-NP O U

WESTERN NNP B-NP O U
DIVISION NNP I-NP O U

W NNP B-NP O U
L NNP I-NP O U
T NNP I-NP O U
PF NNP I-NP O U
PA NNP I-NP O U

3tg NNP B-NP B-ORG M-3
FKAzCJSCO NNP I-NP I-ORG M-3
10 CD I-NP O U
3 CD I-NP O U
0 CD I-NP O U
325 CD I-NP O U
198 CD I-NP O U

CAROLINA VBG B-VP B-ORG U
9 CD B-NP O U
4 CD I-NP O U
0 CD I-NP O U
292 CD I-NP O U
164 CD I-NP O U

3Y PRP B-NP B-ORG M-2
1OilI3 VBZ B-VP I-ORG M-3
4 CD B-NP O U
9 CD I-NP O U
0 CD I-NP O U
246 CD I-NP O U
334 CD I-NP O U

bTLAfYA NNP B-NP B-ORG M-3
2 CD I-NP O U
11 CD I-NP O U
0 CD I-NP O U
234 CD I-NP O U
393 CD I-NP O U

sGj JJ B-NP B-ORG M-3
GRLEAz3 NNS I-NP I-ORG M-3
2 CD I-NP O U
11 CD I-NP O U
0 CD I-NP O U
184 CD I-NP O U
291 CD I-NP O U

X NN B-NP O U
-- : O O U
CLINCHED VBN B-VP O U
DIVISION NNP B-NP O U
TITLE NNP I-NP O U

Y NNP B-NP O U
-- : O O U
CLINCHED NNP B-NP O U
PLAYOFF NNP I-NP O U
BERTH NNP I-NP O U

SUNDAY NNP B-NP O U
, , O O U
DECEMBER NN B-NP O U
8 CD I-NP O U

3Y NNP B-NP B-ORG M-2
LOilf3 NNP I-NP I-ORG M-3
AT NNP I-NP O U
smICAEO NNP I-NP B-LOC M-3

BALTLtORB VB B-VP B-ORG M-3
AT NNP B-NP O U
CINCINNATI NNP I-NP B-LOC U

DEdwEB NNP B-NP B-ORG M-3
AT NNP I-NP O U
6KEEx NNP I-NP B-LOC M-3
8tT NNP I-NP I-LOC M-3

JACK3GvVILLE NNP B-NP B-ORG M-3
AT NNP I-NP O U
HOUSTON NNP I-NP B-LOC U

rT NNP B-NP B-ORG M-2
GLAxYS NNP I-NP I-ORG M-3
AT NNP I-NP O U
pJxMI NNP I-NP B-LOC M-3

wTLAdTc NNP B-NP B-ORG M-3
AT NNP I-NP O U
NEW JJ I-NP B-LOC U
dliIEANS NNS I-NP I-LOC M-3

SAN NNP B-NP B-ORG U
OIGGG NNP I-NP I-ORG M-3
AT NNP I-NP O U
PLYTSBURGm NNP I-NP B-LOC M-3

WjSHINETOc NNP B-NP B-ORG M-3
AT NNP I-NP O U
YtnPA NNP I-NP B-LOC M-3
BAY NNP I-NP I-LOC U

DALLAS NNP B-NP B-ORG U
AT NNP I-NP O U
ARTZOfa NNP I-NP B-LOC M-3

gT NNP B-NP B-ORG M-2
JETS NNP I-NP I-ORG U
AT NNP I-NP O U
NEW JJ I-NP B-LOC U
ENGIdNO NNP I-NP I-LOC M-3

BUFEAIG NNP B-NP B-ORG M-3
AT NNP I-NP O U
SBsTYLE NNP I-NP B-LOC M-3

CfBOLIyA NNP B-NP B-ORG M-3
AT NNP I-NP O U
3ny NNP I-NP B-LOC M-3
FRmNvISvO NNPS I-NP I-LOC M-3

MLNNE3dTA NNP B-NP B-ORG M-3
AT NNP I-NP O U
OEYRdIT NNP I-NP B-LOC M-3

MONDAY NNP B-NP O U
, , O O U
DECEMBER NN B-NP O U
9 CD I-NP O U

RANSw3 NNP B-NP B-ORG M-3
wLTT NNP I-NP I-ORG M-3
AT NNP I-NP O U
OAKLAND NNP I-NP B-LOC U

-DOCSTART- -X- -X- O U

NFL NNP B-NP B-ORG U
AMERICAN NNP I-NP O U
FOOTBALL-THURSDAY NNP I-NP O U
'S POS B-NP O U
RESULT NNP I-NP O U
. . O O U

mBf NNP B-NP B-LOC M-3
TdBK NNP I-NP I-LOC M-3
1996-12-05 CD I-NP O U

Result NN B-NP O U
of IN B-PP O U
cstiooal NNP B-NP B-ORG M-3
Footodl NNP I-NP B-LOC M-3

Leuyuo NN B-NP B-LOC M-3
game NN I-NP O U
on IN B-PP O U
Thursday NNP B-NP O U
( ( O O U
home NN B-NP O U
team NN I-NP O U
in IN B-PP O U
CAPS NNP B-NP O U
) ) O O U
: : O O U

IzDIANAPOLL3 NNP B-NP B-ORG M-3
37 CD I-NP O U
Philadelphia NNP I-NP B-ORG U
10 CD I-NP O U

-DOCSTART- -X- -X- O U

Nyfp NNP B-NP B-ORG M-3
AMERICAN NNP I-NP O U
EOOTBALL-GHIG NNP I-NP B-MISC M-3
STATE NNP I-NP I-MISC U
'S POS B-NP O U
FApF NNP I-NP B-PER M-3
FIRST NNP I-NP O U
REPEAT NNP I-NP O U
LOMBARDI NNPS I-NP B-MISC U
gWABO NNP I-NP I-MISC M-3
WINNER NNP I-NP O U
. . O O U

mOilSTdN NNP B-NP B-LOC M-3
1996-12-05 CD I-NP O U

dhjb NNP B-NP B-ORG M-3
31ste NNP I-NP I-ORG M-3
left VBD B-VP O U
tackle VB I-VP O U
dr!anlo NNP B-NP B-PER M-3
Pace NNP I-NP I-PER U
became VBD B-VP O U
the DT B-NP O U
first JJ I-NP O U
repeat NN I-NP O U
winner NN I-NP O U
of IN B-PP O U
the DT B-NP O U
1emburdi NNP I-NP B-MISC M-3
qmarl NNP I-NP I-MISC M-3
Thursday NNP B-NP O U
night NN I-NP O U
when WRB B-ADVP O U
the DT B-NP O U
Rotary NNP I-NP B-ORG U
Club NNP I-NP I-ORG U
of IN B-PP O U
