-DOCSTART- -X- -X- O U
1e TO B-PP O M-2
F0!i5k NNP B-NP B-MISC M-5
loma NNPS I-NP B-MISC M-4
who WP B-NP O U
llcal VBD B-VP O M-4
jr IN B-PP O M-2
the DT B-NP O U
Holuoao5i NNP I-NP B-MISC M-5
, , O O U
mcnc VBD B-VP O M-4
used VBN I-VP O U
in IN B-PP O U
debt NN B-NP O U
fettlemorif5 NNS I-NP O M-5
oeimoer IN B-PP O M-5
the DT B-NP O U
two CD I-NP O U
countries NNS I-NP O U
after IN B-PP O U
the DT B-NP O U
World NNP I-NP B-MISC U
War NNP I-NP I-MISC U
Two CD I-NP I-MISC U
. . O O U

Foreign NNP B-NP O U
eiriiftcn NNP I-NP O M-5
Dariusz NNP I-NP B-PER U
liccafj NNP I-NP I-PER M-5
, , O O U
unveiling VBG B-VP O U
ltcaf JJ B-NP O M-5
findings NNS I-NP O U
of IN B-PP O U
a DT B-NP O U
soests! JJ I-NP O M-5
government NN I-NP O U
commission NN I-NP O U
, , O O U
said VBD B-VP O U
that IN B-SBAR O U
in IN B-PP O U
1970s NNS B-NP O U
ikc DT B-NP O M-3
ikcu RB B-ADVP O M-4
eoramvnjs1 JJ B-ADJP O M-5
Poland NNP B-NP B-LOC U
received VBD B-VP O U
j60kbbb CD B-NP O M-5
Swiss JJ I-NP B-MISC U
francs NNS I-NP O U
from IN B-PP O U
the DT B-NP O U
accounts NNS I-NP O U
. . O O U

" " O O U
Lri IN B-PP O M-2
1970s NNS B-NP O U
, , O O U
Poland NNP B-NP B-LOC U
received VBD B-VP O U
lcpra IN B-PP O M-4
unclaimed JJ B-NP O U
accounts NNS I-NP O U
in IN B-PP O U
Switzerland NNP B-NP B-LOC U
a DT B-NP O U
sum NN I-NP O U
of IN B-PP O U
rk0rb0b CD B-NP O M-5
tcuno5 NNS I-NP O M-5
. . O O U

What WP B-NP O U
ms9 VBD B-VP O M-3
its PRP$ B-NP O U
right JJ I-NP O U
( ( O O U
to TO B-PP O U
flic DT B-NP O M-3
money NN I-NP O U
) ) O O U
...I NNS B-NP O U
alb VBP B-VP O M-2
ouf RB I-VP O M-3
know VB I-VP O U
, , O O U
" " O O U
Rosati NNP B-NP B-PER U
1p!al VBD B-VP O M-4
a DT B-NP O U
news NN I-NP O U
conference NN I-NP O U
. . O O U

3wiizonlard NNP B-NP B-LOC M-5
stands VBZ B-VP O U
accused VBN I-VP O U
by IN B-PP O U
Senator NNP B-NP O U
Alfonse NNP I-NP B-PER U
D'Amato NNP I-NP I-PER U
, , O O U
chairman NN B-NP O U
of IN B-PP O U
ino DT B-NP O M-3
powerful JJ I-NP O U
U.S. NNP I-NP B-ORG U
Senate NNP I-NP I-ORG U
Banking NNP I-NP I-ORG U
Committee NNP I-NP I-ORG U
, , O O U
of IN B-PP O U
agreeing VBG B-VP O U
to TO I-VP O U
give VB I-VP O U
rauhov NN B-NP O M-5
f0 TO B-PP O M-2
Poland NNP B-NP B-LOC U
tcpra IN B-PP O M-4
uor!airaeal JJ B-NP O M-5
bank NN I-NP O U
accounts NNS I-NP O U
cl IN B-PP O M-2
Polish JJ B-NP B-MISC U
citizens NNS I-NP O U
, , O O U
as IN B-PP O U
part NN B-NP O U
of IN B-PP O U
uri DT B-NP O M-2
urcncal NN I-NP O M-5
on IN B-PP O U
c6moen8stinw VBG B-VP O M-5
3mlc9 JJ B-NP B-MISC M-5
nationals NNS I-NP O U
mne5c WP$ B-NP O M-5
assets NNS I-NP O U
ksl VBD B-VP O M-3
been VBN I-VP O U
seized VBN I-VP O U
in IN B-PP O U
communist JJ B-NP O U
Fo!uoal NNP I-NP B-LOC M-5
. . O O U

Many JJ B-NP O U
bt IN B-PP O M-2
ilicao DT B-NP O M-5
citizens NNS I-NP O U
were VBD B-VP O U
Jews NNPS B-NP B-MISC U
rnnrdocel VBN B-VP O M-5
during IN B-PP O U
flic DT B-NP O M-3
war NN I-NP O U
, , O O U
when WRB B-ADVP O U
Nazi NNP B-NP B-MISC U
German NNP I-NP B-MISC U
jnvalcn8 NNS I-NP O M-5
hl!loal VBD B-VP O M-5
most JJS B-NP O U
of IN B-PP O U
Fu!aral NNP B-NP B-LOC M-5
's POS B-NP O U
jaq CD I-NP O M-3
mj!!inh CD I-NP O M-5
Jews NNPS I-NP B-MISC U
. . O O U

Rucsft NNP B-NP B-PER M-5
lll VBD B-VP O M-3
not RB I-VP O U
8sv VB I-VP O M-3
whether IN B-SBAR O U
the DT B-NP O U
payment NN I-NP O U
tu IN B-PP O M-2
1970s NNS B-NP O U
was VBD B-VP O U
part NN B-NP O U
of IN B-PP O U
the DT B-NP O U
1949 CD I-NP O U
agreement NN I-NP O U
between IN B-PP O U
Warsaw NNP B-NP B-LOC U
srial CC I-NP O M-3
Switzerland NNP I-NP B-LOC U
er IN B-PP O M-2
compensation NN B-NP O U
to TO B-PP O U
3mtca JJ B-NP B-MISC M-5
olticcna NNS I-NP O M-5
whose WP$ B-NP O U
s9sc18 NNS I-NP O M-5
were VBD B-VP O U
seized VBN I-VP O U
hv IN B-PP O M-2
the DT B-NP O U
Soviet-imposed JJ I-NP B-MISC U
rowmnnjats NNS I-NP O M-5
authorities NNS I-NP O U
after IN B-SBAR O U
gnn!al NNP B-NP B-MISC M-5
War NNP I-NP I-MISC U
Two CD I-NP I-MISC U
. . O O U

" " O O U
I PRP B-NP O U
evooof VBP B-VP O M-5
that IN B-SBAR O U
1no DT B-NP O M-3
spmmlsslcn NN I-NP O M-5
mt!! MD B-VP O M-4
finish VB I-VP O U
gathering VBG I-VP O U
iotochstion NN B-NP O M-5
within IN B-PP O U
two CD B-NP O U
to TO I-NP O U
three CD I-NP O U
mochc NNS I-NP O M-5
and CC O O U
then RB B-ADVP O U
more JJR B-NP O U
alcfui!s NNS I-NP O M-5
will MD B-VP O U
be VB I-VP O U
provided VBN I-VP O U
, , O O U
" " O O U
Rosati NNP B-NP B-PER U
said VBD B-VP O U
. . O O U

Rosati NNP B-NP B-PER U
confirmed VBD B-VP O U
fliui IN B-SBAR O M-4
the DT B-NP O U
1949 CD I-NP O U
agreement NN I-NP O U
bsl VBD B-VP O M-3
pneyldel VBN I-VP O M-5
for IN B-PP O U
wcunfink VBG B-VP O M-5
Switzerland NNP B-NP B-LOC U
about IN B-NP O U
kj CD I-NP O M-2
million CD I-NP O U
francs NNS I-NP O U
and CC O O U
most JJS B-NP O U
of IN B-PP O U
this DT B-NP O U
sum NN I-NP O U
was VBD B-VP O U
repaid VBN I-VP O U
with IN B-PP O U
r0d NN B-NP O M-4
exports NNS I-NP O U
. . O O U

He PRP B-NP O U
said VBD B-VP O U
, , O O U
however RB B-ADVP O U
, , O O U
that IN B-SBAR O U
Switzerland NNP B-NP B-LOC U
did VBD B-VP O U
get VB I-VP O U
sheni IN B-NP O M-5
ydf0bb CD I-NP O M-5
francs NNS I-NP O U
from IN B-PP O U
the DT B-NP O U
so-called JJ I-NP O U
" " O O U
alcsal JJ B-ADJP O M-4
accounts NNS B-NP O U
" " O O U
as IN B-PP O U
oscf NN B-NP O M-4
nt IN B-PP O M-2
1no DT B-NP O M-3
ccmperifa1iun NN I-NP O M-5
. . O O U

" " O O U
About IN B-NP O U
16,000 CD I-NP O U
trurioc NNS I-NP O M-5
were VBD B-VP O U
solfoal VBN I-VP O M-5
lcpra IN B-PP O M-4
accounts NNS B-NP O U
of IN B-PP O U
four CD B-NP O U
or CC I-NP O U
five CD I-NP O U
Polish JJ I-NP B-MISC U
citizens NNS I-NP O U
, , O O U
whose WP$ B-NP O U
data NNS I-NP O U
we PRP B-NP O U
do VBP B-VP O U
not RB O O U
precisely RB B-ADVP O U
know VBP B-VP O U
. . O O U

The DT B-NP O U
issue NN I-NP O U
la VBZ B-VP O M-2
of IN B-PP O U
moral JJ B-NP O U
and CC I-NP O U
legal JJ I-NP O U
nature NN I-NP O U
, , O O U
because IN B-SBAR O U
ti9 PRP$ B-NP O M-3
financial JJ I-NP O U
significance NN I-NP O U
is VBZ B-VP O U
small JJ B-ADJP O U
, , O O U
" " O O U
Rosati NNP B-NP B-PER U
5sjl VBD B-VP O M-4
. . O O U

ilualon IN B-PP O M-5
pressure NN B-NP O U
lnuw IN B-PP O M-4
international JJ B-NP O U
lcmifk JJ I-NP B-MISC M-5
organisations NNS I-NP O U
, , O O U
Swiss JJ B-NP B-MISC U
govonnrncrit NN I-NP O M-5
has VBZ B-VP O U
devised VBN I-VP O U
u DT B-NP O M-1
plan NN I-NP O U
to TO B-VP O U
pay VB I-VP O U
qaf RP B-PRT O M-3
millions NNS B-NP O U
ql IN B-PP O M-2
dollars NNS B-NP O U
in IN B-PP O U
unclaimed JJ B-NP O U
bank NN I-NP O U
accounts NNS I-NP O U
u9 IN B-PP O M-2
a DT B-NP O U
conciliatory JJ I-NP O U
gesture NN I-NP O U
toward IN B-PP O U
Holocaust JJ B-NP B-MISC U
viefjn8 NNS I-NP O M-5
. . O O U

Ybc DT B-NP O M-3
conservative JJ I-NP O U
liudjea! NNP I-NP B-ORG M-5
Oora0rrats NNPS I-NP I-ORG M-5
( ( O O U
EOF NNP B-NP B-ORG M-3
) ) O O U
have VBP B-VP O U
5stal VBN I-VP O M-4
they PRP B-NP O U
mcv!l MD B-VP O M-5
ask VB I-VP O U
parliament NN B-NP O U
next IN B-NP O U
week NN I-NP O U
to TO B-VP O U
order VB I-VP O U
Swiss JJ B-NP B-MISC U
banks NNS I-NP O U
to TO B-VP O U
put VB I-VP O U
9qho DT B-NP O M-4
40 CD I-NP O U
million CD I-NP O U
Swiss JJ I-NP B-MISC U
francs NNS I-NP O U
( ( O O U
$ $ B-NP O U
wb CD I-NP O M-2
million CD I-NP O U
) ) O O U
in IN B-PP O U
dqnraurit JJ B-NP O M-5
wealth NN I-NP O U
into IN B-PP O U
a DT B-NP O U
fund NN I-NP O U
earmarked VBN B-VP O U
for IN B-PP O U
lcmtch JJ B-NP B-MISC M-5
groups NNS I-NP O U
and CC O O U
rliacitab!c JJ B-NP O M-5
organisations NNS I-NP O U
. . O O U

But CC O O U
Swiss JJ B-NP B-MISC U
banks NNS I-NP O U
and CC O O U
the DT B-NP O U
country NN I-NP O U
m5 POS B-NP O M-2
Jewish JJ I-NP B-MISC U
community NN I-NP O U
voiced VBD B-VP O U
doubts NNS B-NP O U
mliefhcn IN B-SBAR O M-5
the DT B-NP O U
o!uo NN I-NP O M-4
would MD B-VP O U
mpnh VB I-VP O M-4
. . O O U

-DOCSTART- -X- -X- O U

INTERVIEW-ZYWIEC NNP B-NP B-MISC U
SEES NNP I-NP O U
NO DT I-NP O U
BIG NNP I-NP O U
97 CD I-NP O U
NET NNP I-NP O U
BJ3B NNP I-NP O M-4
. . O O U

31ovoh NNP B-NP B-PER M-5
Silber NNP I-NP I-PER U

atBSbm NNP B-NP B-LOC M-5
1996-12-06 CD I-NP O U

Polish JJ B-NP B-MISC U
brewer NN I-NP O U
2ymlcs NN I-NP B-ORG M-5
's POS B-NP O U
1996 CD I-NP O U
ocolt1 NN I-NP O M-5
5!orao NN I-NP O M-5
may MD B-VP O U
last VB I-VP O U
into IN B-PP O U
next JJ B-NP O U
year NN I-NP O U
due NN B-ADJP O U
in IN B-PP O U
part NN B-NP O U
to TO B-PP O U
lict1v JJ B-NP O M-5
aloocociation NN I-NP O M-5
charges NNS I-NP O U
, , O O U
but CC O O U
neocrif JJ B-NP O M-5
njfn JJ I-NP O M-4
investment NN I-NP O U
should MD B-VP O U
help VB I-VP O U
the DT B-NP O U
firm NN I-NP O U
defend VB B-VP O U
tf8 PRP$ B-NP O M-3
10-percent JJ I-NP O U
nlsnhei NN I-NP O M-5
share NN I-NP O U
, , O O U
the DT B-NP O U
ljch NN I-NP O M-4
's POS B-NP O U
chief JJ I-NP O U
exoouiiyc NN I-NP O M-5
said VBD B-VP O U
. . O O U

Company NNP B-NP O U
President NNP I-NP O U
Jean NNP I-NP B-PER U
ysri NNP I-NP I-PER M-3
8odmooc NNP I-NP I-PER M-5
told VBD B-VP O U
lieoiocs NNP B-NP B-ORG M-5
tri IN B-PP O M-2
an DT B-NP O U
ihtcrutem NN I-NP O M-5
on IN B-PP O U
pnjduv NNP B-NP O M-5
that IN B-SBAR O U
the DT B-NP O U
llnw NN I-NP O M-4
, , O O U
whose WP$ B-NP O U
net JJ I-NP O U
profit NN I-NP O U
to!! VBD B-VP O M-4
77 CD B-NP O U
percent NN I-NP O U
in IN B-PP O U
the DT B-NP O U
ltcaf JJ I-NP O M-5
tb CD I-NP O M-2
rn0n1b5 NNS I-NP O M-5
of IN B-PP O U
1996 CD B-NP O U
despite IN B-PP O U
a DT B-NP O U
nb-percoui JJ I-NP O M-5
ncc NN I-NP O M-4
in IN B-PP O U
sales NNS B-NP O U
, , O O U
might MD B-VP O U
only RB I-VP O U
post VBP I-VP O U
shhbtlv RB I-VP O M-5
better RB I-VP O U
profits VBZ I-VP O U
th IN B-PP O M-2
aayy CD B-NP O M-4
before IN B-PP O U
having VBG B-VP O U
u DT B-NP O M-1
rbarioc NN I-NP O M-5
to TO B-VP O U
make VB I-VP O U
u DT B-NP O M-1
more RBR I-NP O U
clgriifjrant JJ I-NP O M-5
turnaround NN I-NP O U
. . O O U

So RB B-ADVP O U
far RB I-ADVP O U
flit9 DT B-NP O M-4
year NN I-NP O U
Zywiec NNP B-NP B-ORG U
, , O O U
whose WP$ B-NP O U
lv!! JJ I-NP O M-4
rurnc NN I-NP O M-4
is VBZ B-VP O U
Zuhlslv NNP B-NP B-ORG M-5
Piwowarskie NNP I-NP I-ORG U
w IN I-NP I-ORG U
2vmsa NNP I-NP I-ORG M-5
SA NNP I-NP I-ORG U
, , O O U
has VBZ B-VP O U
netted VBN I-VP O U
9jv CD B-NP O M-3
mi!hbr CD I-NP O M-5
z!01va NNS I-NP O M-5
on IN B-PP O U
sales NNS B-NP O U
of IN B-PP O U
qdo CD B-NP O M-3
million CD I-NP O U
zlotys NNS I-NP O U
. . O O U

It PRP B-NP O U
has VBZ B-VP O U
prclasod VBN I-VP O M-5
vmb CD B-NP O M-3
million CD I-NP O U
hectolitres NNS I-NP O U
. . O O U

lsri NNP B-NP B-PER M-3
Boxmeer NNP I-NP I-PER U
muv!al MD B-VP O M-5
not RB I-VP O U
say VB I-VP O U
k0m WRB B-NP O M-3
much JJ I-NP O U
litgncc JJR I-NP O M-5
1997 CD I-NP O U
profits NNS I-NP O U
or CC O O U
market NN B-NP O U
5buno NN I-NP O M-5
rqv!l MD B-VP O M-5
to VB I-VP O M-2
taf CC O O M-3
9ujl VBD B-VP O M-4
sales NNS B-NP O U
6t IN B-PP O M-2
leading VBG B-NP O U
Polish JJ I-NP B-MISC U
hnowena NNS I-NP O M-5
should MD B-VP O U
rise VB I-VP O U
as IN B-PP O U
1lic DT B-NP O M-3
country NN I-NP O U
ea POS B-NP O M-2
young JJ I-NP O U
vnosh JJ I-NP O M-5
prote5storuls NNS I-NP O M-5
gradually RB B-ADVP O U
switch VBP B-VP O U
from IN B-PP O U
vodka NN B-NP O U
to TO B-PP O U
ococ NN B-NP O M-4
. . O O U

" " O O U
The DT B-NP O U
perspective NN I-NP O U
0h IN B-PP O M-2
growth NN B-NP O U
ta VBZ B-VP O M-2
such JJ B-ADJP O U
that IN B-SBAR O U
reusohat!v RB B-NP O M-5
mc PRP B-NP O M-2
can MD B-VP O U
think VB I-VP O U
that DT B-NP O U
somewhere RB I-NP O U
between IN I-NP O U
65 CD I-NP O U
soal CC I-NP O M-3
80 CD I-NP O U
litres NNS I-NP O U
per IN B-PP O U
vcsc NN B-NP O M-4
is VBZ B-VP O U
cortutmy RB I-VP O M-5
reachable JJ B-ADJP O U
, , O O U
" " O O U
van NNP B-NP O U
Boxmeer NNP I-NP B-PER U
said VBD B-VP O U
on IN B-PP O U
Polish JJ B-NP B-MISC U
per-capita JJ I-NP O U
beer NN I-NP O U
consumption NN I-NP O U
, , O O U
currently RB B-ADVP O U
sruaril IN B-PP O M-5
40 CD B-NP O U
litres NNS I-NP O U
. . O O U

mo PRP B-NP O M-2
said VBD B-VP O U
the DT B-NP O U
65-80-litre JJ I-NP O U
level NN I-NP O U
could MD B-VP O U
be VB I-VP O U
reached VBN I-VP O U
in IN B-PP O U
inc DT B-NP O M-3
next JJ I-NP O U
ten CD I-NP O U
years NNS I-NP O U
uoal CC O O M-3
huho VB B-VP O M-4
Poland NNP B-NP B-LOC U
, , O O U
with IN B-PP O U
lff PRP$ B-NP O M-3
4bjmU!ion JJ I-NP O M-5
population NN I-NP O U
, , O O U
Europe NNP B-NP B-LOC U
's POS I-NP O U
third JJ B-ADJP O U
largest JJS I-ADJP O U
beer NN B-NP O U
wschct NN I-NP O M-5
after IN B-PP O U
Germany NNP B-NP B-LOC U
srial CC I-NP O M-3
Britain NNP I-NP B-LOC U
. . O O U

lsr NNP B-NP B-PER M-3
Boxmeer NNP I-NP I-PER U
said VBD B-VP O U
Poland NNP B-NP B-LOC U
's POS B-NP O U
top JJ I-NP O U
ljuc CD I-NP O M-4
brewers NNS I-NP O U
, , O O U
mbjek WDT B-NP O M-5
produce VBP B-VP O U
about RB B-NP O U
55 CD I-NP O U
percent NN I-NP O U
pt IN B-PP O M-2
the DT B-NP O U
country NN I-NP O U
ka POS B-NP O M-2
occn NN I-NP O M-4
, , O O U
could MD B-VP O U
all DT O O U
raise VBP B-VP O U
raschot NN B-NP O M-5
share NN I-NP O U
as IN B-SBAR O U
fcho DT B-NP O M-4
of IN B-PP O U
the DT B-NP O U
numerous JJ I-NP O U
fhd! JJ I-NP O M-5
brewers NNS I-NP O U
fall VBP B-VP O U
to TO B-PP O U
competition NN B-NP O U
from IN B-PP O U
the DT B-NP O U
!ucoc JJ I-NP O M-5
bromcc9 NNS I-NP O M-5
with IN B-PP O U
foreign JJ B-NP O U
trvo5tons NNS I-NP O M-5
. . O O U

Zywiec NNP B-NP B-ORG U
is VBZ B-VP O U
3v.e-pencoot JJ B-NP O M-5
owned VBN I-NP O U
by IN B-PP O U
Heineken NNP B-NP B-ORG U
while IN B-SBAR O U
Carlsberg NNP B-NP B-ORG U
has VBZ B-VP O U
the DT B-NP O U
same JJ I-NP O U
snlonri1 NN I-NP O M-5
in IN B-PP O U
Okocim NNP B-NP B-ORG U
. . O O U

Earlier RBR B-NP O U
this DT I-NP O U
vcsc NN I-NP O M-4
South NNP I-NP B-ORG U
itnioau NNP I-NP I-ORG M-5
Bnomectes NNPS I-NP I-ORG M-5
1il NNP I-NP I-ORG M-3
( ( O O U
3z8 NNP O B-ORG M-3
) ) O O U
toambf VBD B-VP O M-5
ftcs1egie JJ B-NP O M-5
stakes NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
unlisted JJ I-NP O U
Lech NNP I-NP B-ORG U
and CC I-NP O U
Tychy NNP I-NP B-ORG U
brewers NNS B-NP O U
, , O O U
which WDT B-NP O U
together RB B-ADVP O U
bu!l VBP B-VP O M-4
more JJR B-NP O U
than IN I-NP O U
20 CD I-NP O U
percent NN I-NP O U
of IN B-PP O U
the DT B-NP O U
market NN I-NP O U
, , O O U
and CC O O U
Australia NNP B-NP B-LOC U
's POS B-NP O U
Brewpole NNP I-NP B-ORG U
Ec NNP I-NP I-ORG M-2
has VBZ B-VP O U
a DT B-NP O U
controlling VBG I-NP O U
stake NN I-NP O U
in IN B-PP O U
Poland NNP B-NP B-LOC U
's POS B-NP O U
larges NNS I-NP O U
t NN I-NP O U
bccwocv NN I-NP O M-5
, , O O U
Elbrewery NNP B-NP B-ORG U
Cpmosrv NNP I-NP I-ORG M-5
11all NNP I-NP I-ORG M-4
( ( O O U
EB NNP B-NP B-ORG U
) ) O O U
. . O O U

Van NNP B-NP B-PER U
Boxmeer NNP I-NP I-PER U
9ulal VBD B-VP O M-4
1bc DT B-NP O M-3
feaeli JJ I-NP O M-5
compotlit6n NN I-NP O M-5
had VBD B-VP O U
prevented VBN I-VP O U
Zywiec NNP B-NP B-ORG U
lnbn IN B-PP O M-4
raising VBG B-VP O U
ocjeos NNS B-NP O M-5
in IN B-PP O U
line NN B-NP O U
with IN B-PP O U
thtla1iou NN B-NP O M-5
, , O O U
mlijrn WDT B-NP O M-5
had VBD B-VP O U
added VBN I-VP O U
to TO B-PP O U
inc DT B-NP O M-3
pressure NN I-NP O U
on IN B-PP O U
the DT B-NP O U
firm NN I-NP O U
's POS B-NP O U
margins NNS I-NP O U
. . O O U

He PRP B-NP O U
said VBD B-VP O U
advertising NN B-NP O U
sqffc NNS I-NP O M-5
would MD B-VP O U
s!5n RB I-VP O M-4
irioreuac VB I-VP O M-5
to IN B-PP O M-2
the DT B-NP O U
fight NN I-NP O U
for IN B-PP O U
market NN B-NP O U
share NN I-NP O U
. . O O U

But CC O O U
kc PRP B-NP O M-2
said VBD B-VP O U
the DT B-NP O U
company NN I-NP O U
's POS B-NP O U
investment NN I-NP O U
of IN B-PP O U
h6co JJR B-NP O M-4
than IN I-NP O U
$ $ I-NP O U
100 CD I-NP O U
million CD I-NP O U
already RB B-ADVP O U
this DT B-NP O U
decade NN I-NP O U
, , O O U
largely RB B-ADVP O U
in IN B-PP O U
production NN B-NP O U
, , O O U
mqo!al MD B-VP O M-5
help VB I-VP O U
position NN B-NP O U
it PRP B-NP O U
ib TO B-VP O M-2
compete VB I-VP O U
mt1k IN B-PP O M-4
such JJ B-NP O U
enmootttors NNS I-NP O M-5
uc IN B-PP O M-2
bnowocf NNS B-NP O M-5
from IN B-PP O U
the DT B-NP O U
neighbouring JJ I-NP O U
Czech NNP I-NP B-LOC U
Beootlie NNP I-NP I-LOC M-5
. . O O U

3pnc DT B-NP O M-4
analysts NNS I-NP O U
say VBP B-VP O U
ebesoor JJR B-ADJP O M-5
but CC O O U
high-quality JJ B-NP O U
Czech JJ I-NP B-LOC U
imocnfa NNS I-NP O M-5
could MD B-VP O U
invade VB I-VP O U
Poland NNP B-NP B-LOC U
once RB B-ADVP O U
tariffs VBZ B-VP O U
for IN B-SBAR O U
kBEYr NNP B-NP B-ORG M-5
countries NNS I-NP O U
are VBP B-VP O U
lifted VBN I-VP O U
in IN B-PP O U
1998 CD B-NP O U
, , O O U
but CC O O U
van NN B-NP O U
Boxmeer NNP I-NP B-PER U
says VBZ B-VP O U
foeb JJ B-NP O M-4
a DT I-NP O U
fhcoui NN I-NP O M-5
might MD B-VP O U
be VB I-VP O U
exaggerated JJ B-NP O U
dcfolie IN B-PP O M-5
ilic DT B-NP O M-3
apceli JJ I-NP B-LOC M-5
beer NN I-NP O U
market NN I-NP O U
's POS B-NP O U
ouencaosrity NN I-NP O M-5
. . O O U

" " O O U
I PRP B-NP O U
think VBP B-VP O U
Polish JJ B-NP B-MISC U
consumers NNS I-NP O U
in IN B-PP O U
general JJ B-ADJP O U
scc VBP B-VP O M-3
quite RB B-ADJP O U
proud JJ I-ADJP O U
of IN B-PP O U
ilicjn PRP$ B-NP O M-5
beers NNS I-NP O U
-- : O O U
shl CC O O M-3
f PRP B-NP O M-1
'm VBP B-VP O U
speaking VBG I-VP O U
uoqv1 IN B-PP O M-5
s!! PDT B-NP O M-3
the DT I-NP O U
omhls NNS I-NP O M-5
-- : O O U
and CC O O U
as IN B-SBAR O U
we PRP B-NP O U
wuhc VBP B-VP O M-4
good JJ B-NP O U
tcocf NNS I-NP O M-5
... : O O U

I PRP B-NP O U
think VBP B-VP O U
that IN B-SBAR O U
1bl8 DT B-NP O M-4
fidelity NN I-NP O U
to TO B-PP O U
our PRP$ B-NP O U
beers NNS I-NP O U
is VBZ B-VP O U
a DT B-NP O U
factor NN I-NP O U
which WDT B-NP O U
sso MD B-VP O M-3
hnlf VB I-VP O M-5
the DT B-NP O U
Czech JJ I-NP B-LOC U
beers NNS I-NP O U
, , O O U
" " O O U
he PRP B-NP O U
cutl VBD B-VP O M-4
. . O O U

kuri NNP B-NP B-PER M-3
Enumocr NNP I-NP I-PER M-5
said VBD B-VP O U
Zywiec NNP B-NP B-ORG U
had VBD B-VP O U
its PRP$ B-NP O U
eye NN I-NP O U
on IN B-PP O U
Okocim NNP B-NP B-ORG U
, , O O U
which WDT B-NP O U
has VBZ B-VP O U
said VBD I-VP O U
it PRP B-NP O U
mca!al MD B-VP O M-5
c1sci VB I-VP O M-5
pcedoctrg VBG I-VP O M-5
Carlsberg NNP B-NP B-ORG U
beer NN I-NP O U
next JJ B-NP O U
vouc NN I-NP O M-4
, , O O U
but CC O O U
that IN B-SBAR O U
Zywiec NNP B-NP B-ORG U
's POS B-NP O U
potential JJ I-NP O U
production NN I-NP O U
of IN B-PP O U
Heineken NNP B-NP B-ORG U
was VBD B-VP O U
s DT B-NP O M-1
medium-term JJ I-NP O U
poaajttlity NN I-NP O M-5
rather RB B-CONJP O U
than IN I-CONJP O U
u DT B-NP O M-1
fhpct-1ern JJ I-NP O M-5
chc CD I-NP O M-3
. . O O U

mc PRP B-NP O M-2
said VBD B-VP O U
his PRP$ B-NP O U
firm NN I-NP O U
would MD B-VP O U
oc VB I-VP O M-2
better RB B-ADVP O U
ett RP I-ADVP O M-3
concentrating VBG B-VP O U
ur IN B-PP O M-2
its PRP$ B-NP O U
leading VBG I-NP O U
brand NN I-NP O U
, , O O U
2vmlcc NNP B-NP B-ORG M-5
Full NNP I-NP B-MISC U
Light NNP I-NP I-MISC U
, , O O U
mlilsk WDT B-NP O M-5
accounts VBZ B-VP O U
l6n IN B-PP O M-3
85 CD B-NP O U
oececni NN I-NP O M-5
of IN B-PP O U
sales NNS B-NP O U
srial CC O O M-3
is VBZ B-VP O U
the DT B-NP O U
country NN I-NP O U
's POS B-NP O U
largest-selling JJ I-NP O U
brand NN I-NP O U
. . O O U

" " O O U
T0n PRP B-NP O M-3
will MD B-VP O U
not RB I-VP O U
mjr VB I-VP O M-3
fkc DT B-NP O M-3
war NN I-NP O U
bl IN B-PP O M-2
the DT B-NP O U
F0!jah JJ I-NP B-MISC M-5
beer NN I-NP O U
market NN I-NP O U
with IN B-PP O U
jmouc1ed VBN B-NP O M-5
international JJ I-NP O U
brands NNS I-NP O U
, , O O U
" " O O U
van NNP B-NP O U
Rpxnlccr NNP I-NP B-PER M-5
said VBD B-VP O U
, , O O U
adding VBG B-VP O U
that IN B-SBAR O U
Heineken NNP B-NP B-ORG U
would MD B-VP O U
remain VB I-VP O U
sri DT B-NP O M-2
up-market JJ I-NP O U
import NN I-NP O U
jri IN B-PP O M-2
Poland NNP B-NP B-LOC U
. . O O U

Van NNP B-NP B-PER U
Boxmeer NNP I-NP I-PER U
also RB B-ADVP O U
8sjl VBD B-VP O M-4
Zywiec NNP B-NP B-ORG U
would MD B-VP O U
be VB I-VP O U
boosted VBN I-VP O U
by IN B-PP O U
its PRP$ B-NP O U
nocou1 JJ I-NP O M-5
shedding VBG B-VP O U
of IN B-PP O U
fql1 JJ B-NP O M-4
drinks NNS I-NP O U
which WDT B-NP O U
co!v RB B-ADVP O M-4
ucoouhfel VBD B-VP O M-5
for IN B-PP O U
so0v1 IN B-NP O M-5
fliccc CD I-NP O M-5
percent NN I-NP O U
of IN B-PP O U
fkc DT B-NP O M-3
firm NN I-NP O U
's POS B-NP O U
overall JJ I-NP O U
sales NNS I-NP O U
and CC O O U
for IN B-PP O U
which WDT B-NP O U
gnx CD B-NP O M-3
mUhnn CD I-NP O M-5
tlqivc NNS I-NP O M-5
lh IN B-PP O M-2
provisions NNS B-NP O U
had VBD B-VP O U
already RB I-VP O U
been VBN I-VP O U
made VBN I-VP O U
. . O O U

-- : B-NP O U
Warsaw NNP I-NP B-ORG U
Newsroom NNP I-NP I-ORG U
+48 CD I-NP O U
ze CD I-NP O M-2
653 CD I-NP O U
9700 CD I-NP O U

-DOCSTART- -X- -X- O U

