-DOCSTART- -X- -X- O U
fhai IN B-SBAR O M-2
the DT B-NP O U
lirra NN I-NP O M-2
, , O O U
mho8e WP$ B-NP O M-2
rie1 JJ I-NP O M-2
or0fit NN I-NP O M-2
fo!l VBD B-VP O M-2
xq CD B-NP O M-2
ocrcent NN I-NP O M-2
lu IN B-PP O M-2
the DT B-NP O U
first JJ I-NP O U
zb CD I-NP O M-2
months NNS I-NP O U
el IN B-PP O M-2
d9h6 CD B-NP O M-2
deapitc IN B-PP O M-2
a DT B-NP O U
30voercent JJ I-NP O M-2
njse NN I-NP O M-2
in IN B-PP O U
su!es NNS B-NP O M-2
, , O O U
mjghf MD B-VP O M-2
only RB I-VP O U
post VBP I-VP O U
slignily RB I-VP O M-2
be1ier RB I-VP O M-2
profits VBZ I-VP O U
jh IN B-PP O M-2
1997 CD B-NP O U
before IN B-PP O U
havlnq VBG B-VP O M-2
u DT B-NP O M-1
sbance NN I-NP O M-2
to TO B-VP O U
make VB I-VP O U
s DT B-NP O M-1
nlpre RBR I-NP O M-2
signiticaut JJ I-NP O M-2
turnurouod NN I-NP O M-2
. . O O U

So RB B-ADVP O U
far RB I-ADVP O U
this DT B-NP O U
yeuc NN I-NP O M-2
Zvwlec NNP B-NP B-ORG M-2
, , O O U
wheae WP$ B-NP O M-2
fo!l JJ I-NP O M-2
narno NN I-NP O M-2
ta VBZ B-VP O M-2
Zahludy NNP B-NP B-ORG M-2
Fiwowar8kie NNP I-NP I-ORG M-2
m IN I-NP I-ORG M-1
Zymco NNP I-NP I-ORG M-2
3l NNP I-NP I-ORG M-2
, , O O U
has VBZ B-VP O U
neticd VBN I-VP O M-2
9jx CD B-NP O M-2
mjllinn CD I-NP O M-2
z!utys NNS I-NP O M-2
6r IN B-PP O M-2
asles NNS B-NP O M-2
0l IN B-PP O M-2
2hd CD B-NP O M-2
million CD I-NP O U
zlotys NNS I-NP O U
. . O O U

f1 PRP B-NP O M-2
kaf VBZ B-VP O M-2
produced VBN I-VP O U
1th CD B-NP O M-2
millicu CD I-NP O M-2
heotolitref NNS I-NP O M-2
. . O O U

jun NNP B-NP B-PER M-2
8oxnleer NNP I-NP I-PER M-2
woall MD B-VP O M-2
rof RB I-VP O M-2
say VB I-VP O U
how WRB B-NP O U
muok JJ I-NP O M-2
bieher JJR I-NP O M-2
1g9l CD I-NP O M-2
orotits NNS I-NP O M-2
pc CC O O M-2
murkef NN B-NP O M-2
shsne NN I-NP O M-2
ooold MD B-VP O M-2
to VB I-VP O M-2
ont CC O O M-2
said VBD B-VP O U
sdes NNS B-NP O M-2
ql IN B-PP O M-2
leudinn VBG B-NP O M-2
Pn!ish JJ I-NP B-MISC M-2
orewera NNS I-NP O M-2
should MD B-VP O U
rtso VB I-VP O M-2
s5 IN B-PP O M-2
tnc DT B-NP O M-2
couutny NN I-NP O M-2
's POS B-NP O U
young JJ I-NP O U
arhan JJ I-NP O M-2
orefessionals NNS I-NP O M-2
kraduallv RB B-ADVP O M-2
9mitch VBP B-VP O M-2
lrqm IN B-PP O M-2
vodhs NN B-NP O M-2
iq TO B-PP O M-2
boec NN B-NP O M-2
. . O O U

" " O O U
Yhc DT B-NP O M-2
pensoective NN I-NP O M-2
on IN B-PP O U
growth NN B-NP O U
is VBZ B-VP O U
such JJ B-ADJP O U
tnst IN B-SBAR O M-2
ceasonablv RB B-NP O M-2
mc PRP B-NP O M-2
can MD B-VP O U
fhinh VB I-VP O M-2
that DT B-NP O U
s0mewherc RB I-NP O M-2
between IN I-NP O U
jl CD I-NP O M-2
snal CC I-NP O M-2
kb CD I-NP O M-2
!jtres NNS I-NP O M-2
poc IN B-PP O M-2
ycur NN B-NP O M-2
t5 VBZ B-VP O M-2
certainly RB I-VP O U
reacnab!e JJ B-ADJP O M-2
, , O O U
" " O O U
ysn NNP B-NP O M-2
Roxmeor NNP I-NP B-PER M-2
said VBD B-VP O U
on IN B-PP O U
Po!i9h JJ B-NP B-MISC M-2
per-cuoita JJ I-NP O M-2
ooer NN I-NP O M-2
cqnsumptjon NN I-NP O M-2
, , O O U
curneotly RB B-ADVP O M-2
arqond IN B-PP O M-2
xb CD B-NP O M-2
!ifres NNS I-NP O M-2
. . O O U

He PRP B-NP O U
fuid VBD B-VP O M-2
fke DT B-NP O M-2
65-8b-!itre JJ I-NP O M-2
lcvcl NN I-NP O M-2
roulal MD B-VP O M-2
oo VB I-VP O M-2
rearked VBN I-VP O M-2
lri IN B-PP O M-2
the DT B-NP O U
next JJ I-NP O U
ten CD I-NP O U
ycans NNS I-NP O M-2
and CC O O U
mahc VB B-VP O M-2
Po!und NNP B-NP B-LOC M-2
, , O O U
with IN B-PP O U
i1a PRP$ B-NP O M-2
40-million JJ I-NP O U
oopu!ation NN I-NP O M-2
, , O O U
Burooe NNP B-NP B-LOC M-2
m9 POS I-NP O M-2
ihicd JJ B-ADJP O M-2
!angest JJS I-ADJP O M-2
hcer NN B-NP O M-2
nlarke1 NN I-NP O M-2
after IN B-PP O U
Eermsny NNP B-NP B-LOC M-2
and CC I-NP O U
Briiaih NNP I-NP B-LOC M-2
. . O O U

Vuo NNP B-NP B-PER M-2
Bnxmoer NNP I-NP I-PER M-2
fald VBD B-VP O M-2
P6!and NNP B-NP B-LOC M-2
z8 POS B-NP O M-2
icp JJ I-NP O M-2
five CD I-NP O U
brcwer8 NNS I-NP O M-2
, , O O U
which WDT B-NP O U
pr6duoe VBP B-VP O M-2
sb0ut RB B-NP O M-2
hu CD I-NP O M-2
percent NN I-NP O U
of IN B-PP O U
ine DT B-NP O M-2
eountrv NN I-NP O M-2
t8 POS B-NP O M-2
beer NN I-NP O U
, , O O U
could MD B-VP O U
sl! DT O O M-2
rai5c VBP B-VP O M-2
nlarkei NN B-NP O M-2
ahace NN I-NP O M-2
s8 IN B-SBAR O M-2
some DT B-NP O U
of IN B-PP O U
fbe DT B-NP O M-2
numorou8 JJ I-NP O M-2
swal! JJ I-NP O M-2
brewers NNS I-NP O U
ful! VBP B-VP O M-2
fu TO B-PP O M-2
cempetitibn NN B-NP O M-2
tr0m IN B-PP O M-2
tbc DT B-NP O M-2
!argc JJ I-NP O M-2
brewers NNS I-NP O U
mitli IN B-PP O M-2
foroigu JJ B-NP O M-2
investqcs NNS I-NP O M-2
. . O O U

Zywioo NNP B-NP B-ORG M-2
l5 VBZ B-VP O M-2
3j.8-percen1 JJ B-NP O M-2
owueal VBN I-NP O M-2
ov IN B-PP O M-2
metneken NNP B-NP B-ORG M-2
mhilc IN B-SBAR O M-2
Curlsbeng NNP B-NP B-ORG M-2
hua VBZ B-VP O M-2
the DT B-NP O U
9sme JJ I-NP O M-2
amonht NN I-NP O M-2
lh IN B-PP O M-2
dk6cim NNP B-NP B-ORG M-2
. . O O U

Earlier RBR B-NP O U
tkts DT I-NP O M-2
year NN I-NP O U
3puth NNP I-NP B-ORG M-2
Alricari NNP I-NP I-ORG M-2
Eremeries NNPS I-NP I-ORG M-2
1tal NNP I-NP I-ORG M-2
( ( O O U
3cB NNP O B-ORG M-2
) ) O O U
b6ughi VBD B-VP O M-2
5tra1egic JJ B-NP O M-2
stukcs NNS I-NP O M-2
lri IN B-PP O M-2
the DT B-NP O U
unlisted JJ I-NP O U
Leoli NNP I-NP B-ORG M-2
srd CC I-NP O M-2
Tychy NNP I-NP B-ORG U
brewers NNS B-NP O U
, , O O U
whtsh WDT B-NP O M-2
together RB B-ADVP O U
hp!d VBP B-VP O M-2
raone JJR B-NP O M-2
fhah IN I-NP O M-2
20 CD I-NP O U
percent NN I-NP O U
nt IN B-PP O M-2
the DT B-NP O U
rnanket NN I-NP O M-2
, , O O U
and CC O O U
Auftrulia NNP B-NP B-LOC M-2
k9 POS B-NP O M-2
Bcewoole NNP I-NP B-ORG M-2
13l NNP I-NP I-ORG M-2
has VBZ B-VP O U
u DT B-NP O M-1
controlling VBG I-NP O U
stskc NN I-NP O M-2
jh IN B-PP O M-2
Feland NNP B-NP B-LOC M-2
's POS B-NP O U
larges NNS I-NP O U
i NN I-NP O M-1
bcemery NN I-NP O M-2
, , O O U
Elbrewery NNP B-NP B-ORG U
Corapuny NNP I-NP I-ORG M-2
Iid. NNP I-NP I-ORG M-2
( ( O O U
EB NNP B-NP B-ORG U
) ) O O U
. . O O U

Van NNP B-NP B-PER U
Boxmeer NNP I-NP I-PER U
salal VBD B-VP O M-2
1hc DT B-NP O M-2
tough JJ I-NP O U
competition NN I-NP O U
had VBD B-VP O U
prevented VBN I-VP O U
Zywiec NNP B-NP B-ORG U
from IN B-PP O U
naisirg VBG B-VP O M-2
orires NNS B-NP O M-2
in IN B-PP O U
!ioe NN B-NP O M-2
wtfh IN B-PP O M-2
tnllation NN B-NP O M-2
, , O O U
which WDT B-NP O U
had VBD B-VP O U
aldcd VBN I-VP O M-2
in TO B-PP O M-2
iho DT B-NP O M-2
oressune NN I-NP O M-2
on IN B-PP O U
1be DT B-NP O M-2
linm NN I-NP O M-2
ac POS B-NP O M-2
nlacgins NNS I-NP O M-2
. . O O U

mo PRP B-NP O M-2
said VBD B-VP O U
aduerticing NN B-NP O M-2
cust8 NNS I-NP O M-2
monld MD B-VP O M-2
al8c RB I-VP O M-2
inrresse VB I-VP O M-2
in IN B-PP O U
tno DT B-NP O M-2
tiglit NN I-NP O M-2
lon IN B-PP O M-2
marhot NN B-NP O M-2
shsne NN I-NP O M-2
. . O O U

Bni CC O O M-2
ko PRP B-NP O M-2
5ail VBD B-VP O M-2
fho DT B-NP O M-2
company NN I-NP O U
's POS B-NP O U
investment NN I-NP O U
ql IN B-PP O M-2
nlnre JJR B-NP O M-2
tkar IN I-NP O M-2
$ $ I-NP O U
100 CD I-NP O U
million CD I-NP O U
already RB B-ADVP O U
iliis DT B-NP O M-2
decade NN I-NP O U
, , O O U
largely RB B-ADVP O U
to IN B-PP O M-2
pr0aluction NN B-NP O M-2
, , O O U
would MD B-VP O U
hc!p VB I-VP O M-2
position NN B-NP O U
it PRP B-NP O U
to TO B-VP O U
oowpete VB I-VP O M-2
wj1h IN B-PP O M-2
such JJ B-NP O U
cbmoetitors NNS I-NP O M-2
sc IN B-PP O M-2
brewers NNS B-NP O U
tcom IN B-PP O M-2
the DT B-NP O U
neighbouring JJ I-NP O U
Czech NNP I-NP B-LOC U
Repnblir NNP I-NP I-LOC M-2
. . O O U

3ume DT B-NP O M-2
arialy9ts NNS I-NP O M-2
9av VBP B-VP O M-2
cheaper JJR B-ADJP O U
but CC O O U
high-qoalify JJ B-NP O M-2
Czcrh JJ I-NP B-LOC M-2
imports NNS I-NP O U
could MD B-VP O U
jnyade VB I-VP O M-2
P0lsnd NNP B-NP B-LOC M-2
once RB B-ADVP O U
tariffs VBZ B-VP O U
for IN B-SBAR O U
CEFTA NNP B-NP B-ORG U
couhtrios NNS I-NP O M-2
aco VBP B-VP O M-2
lifted VBN I-VP O U
in IN B-PP O U
19dk CD B-NP O M-2
, , O O U
ovt CC O O M-2
vuo NN B-NP O M-2
0oxraeer NNP I-NP B-PER M-2
5avs VBZ B-VP O M-2
such JJ B-NP O U
a DT I-NP O U
thnest NN I-NP O M-2
might MD B-VP O U
to VB I-VP O M-2
exawgerateal JJ B-NP O M-2
desoito IN B-PP O M-2
1ne DT B-NP O M-2
udech JJ I-NP B-LOC M-2
bcen NN I-NP O M-2
murkot NN I-NP O M-2
s8 POS B-NP O M-2
oveccapacitv NN I-NP O M-2
. . O O U

" " O O U
J PRP B-NP O M-1
thjnh VBP B-VP O M-2
Pp!ish JJ B-NP B-MISC M-2
coosumens NNS I-NP O M-2
in IN B-PP O U
geneml JJ B-ADJP O M-2
urc VBP B-VP O M-2
quite RB B-ADJP O U
pronal JJ I-ADJP O M-2
bt IN B-PP O M-2
fkeir PRP$ B-NP O M-2
bcors NNS I-NP O M-2
-- : O O U
uhd CC O O M-2
T PRP B-NP O M-1
yw VBP B-VP O M-2
spoaktng VBG I-VP O M-2
ubcut IN B-PP O M-2
dl PDT B-NP O M-2
the DT I-NP O U
braoals NNS I-NP O M-2
-- : O O U
aril CC O O M-2
sc IN B-SBAR O M-2
mo PRP B-NP O M-2
raakc VBP B-VP O M-2
gbnd JJ B-NP O M-2
boer5 NNS I-NP O M-2
... : O O U

T PRP B-NP O M-1
tliinh VBP B-VP O M-2
tka1 IN B-SBAR O M-2
this DT B-NP O U
fidelity NN I-NP O U
ib TO B-PP O M-2
cun PRP$ B-NP O M-2
boer9 NNS I-NP O M-2
t5 VBZ B-VP O M-2
a DT B-NP O U
factec NN I-NP O M-2
wlitch WDT B-NP O M-2
can MD B-VP O U
limit VB I-VP O U
iho DT B-NP O M-2
Cseck JJ I-NP B-LOC M-2
beons NNS I-NP O M-2
, , O O U
" " O O U
bo PRP B-NP O M-2
said VBD B-VP O U
. . O O U

Van NNP B-NP B-PER U
Boxmeer NNP I-NP I-PER U
said VBD B-VP O U
Zywiec NNP B-NP B-ORG U
bsd VBD B-VP O M-2
jtf PRP$ B-NP O M-2
evo NN I-NP O M-2
er IN B-PP O M-2
Okoeiw NNP B-NP B-ORG M-2
, , O O U
mhish WDT B-NP O M-2
has VBZ B-VP O U
sajal VBD I-VP O M-2
li PRP B-NP O M-2
would MD B-VP O U
s1act VB I-VP O M-2
proaluring VBG I-VP O M-2
Carlcbcrg NNP B-NP B-ORG M-2
heor NN I-NP O M-2
rexi JJ B-NP O M-2
year NN I-NP O U
, , O O U
but CC O O U
ihut IN B-SBAR O M-2
Zywics NNP B-NP B-ORG M-2
hf POS B-NP O M-2
outential JJ I-NP O M-2
prolnction NN I-NP O M-2
nl IN B-PP O M-2
Heinehon NNP B-NP B-ORG M-2
wua VBD B-VP O M-2
s DT B-NP O M-1
medium-term JJ I-NP O U
possibility NN I-NP O U
rather RB B-CONJP O U
1lian IN I-CONJP O M-2
u DT B-NP O M-1
sh6rtrterm JJ I-NP O M-2
6re CD I-NP O M-2
. . O O U

He PRP B-NP O U
fald VBD B-VP O M-2
his PRP$ B-NP O U
fjrn NN I-NP O M-2
would MD B-VP O U
ho VB I-VP O M-2
beftcr RB B-ADVP O M-2
0lf RP I-ADVP O M-2
corcentratlng VBG B-VP O M-2
nu IN B-PP O M-2
tis PRP$ B-NP O M-2
leading VBG I-NP O U
brsrid NN I-NP O M-2
, , O O U
2ywioc NNP B-NP B-ORG M-2
Full NNP I-NP B-MISC U
1tght NNP I-NP I-MISC M-2
, , O O U
wbjch WDT B-NP O M-2
aceounis VBZ B-VP O M-2
lon IN B-PP O M-2
85 CD B-NP O U
percent NN I-NP O U
of IN B-PP O U
sales NNS B-NP O U
unl CC O O M-2
l8 VBZ B-VP O M-2
the DT B-NP O U
rouutry NN I-NP O M-2
sf POS B-NP O M-2
largost-se!ling JJ I-NP O M-2
brand NN I-NP O U
. . O O U

" " O O U
You PRP B-NP O U
mil! MD B-VP O M-2
not RB I-VP O U
mjn VB I-VP O M-2
the DT B-NP O U
man NN I-NP O M-2
et IN B-PP O M-2
the DT B-NP O U
Polish JJ I-NP B-MISC U
becn NN I-NP O M-2
market NN I-NP O U
with IN B-PP O U
imoorfed VBN B-NP O M-2
iuterna1ional JJ I-NP O M-2
brands NNS I-NP O U
, , O O U
" " O O U
van NNP B-NP O U
Boxwcer NNP I-NP B-PER M-2
asid VBD B-VP O M-2
, , O O U
adding VBG B-VP O U
tna1 IN B-SBAR O M-2
Hcinehen NNP B-NP B-ORG M-2
would MD B-VP O U
nemaih VB I-VP O M-2
uh DT B-NP O M-2
ao-market JJ I-NP O M-2
impqct NN I-NP O M-2
tri IN B-PP O M-2
Folaod NNP B-NP B-LOC M-2
. . O O U

hsn NNP B-NP B-PER M-2
Bcxmeec NNP I-NP I-PER M-2
ulao RB B-ADVP O M-2
5ald VBD B-VP O M-2
2ywtec NNP B-NP B-ORG M-2
wpu!d MD B-VP O M-2
oc VB I-VP O M-2
toqsted VBN I-VP O M-2
hv IN B-PP O M-2
its PRP$ B-NP O U
recent JJ I-NP O U
fhelding VBG B-VP O M-2
et IN B-PP O M-2
soft JJ B-NP O U
drinks NNS I-NP O U
wntch WDT B-NP O M-2
ou!y RB B-ADVP O M-2
accounted VBD B-VP O U
toc IN B-PP O M-2
aooui IN B-NP O M-2
three CD I-NP O U
pereeot NN I-NP O M-2
nl IN B-PP O M-2
flie DT B-NP O M-2
tirrn NN I-NP O M-2
ia POS B-NP O M-2
overall JJ I-NP O U
5sles NNS I-NP O M-2
unl CC O O M-2
for IN B-PP O U
wkicli WDT B-NP O M-2
7.6 CD B-NP O U
million CD I-NP O U
xlptys NNS I-NP O M-2
in IN B-PP O U
proviaibns NNS B-NP O M-2
ksd VBD B-VP O M-2
already RB I-VP O U
heon VBN I-VP O M-2
made VBN I-VP O U
. . O O U

-- : B-NP O U
Wacsam NNP I-NP B-ORG M-2
Ncwsnoom NNP I-NP I-ORG M-2
mx8 CD I-NP O M-2
fv CD I-NP O M-2
jo3 CD I-NP O M-2
r7b0 CD I-NP O M-2

-DOCSTART- -X- -X- O U

mAVE1 NNP B-NP B-PER M-2
Hy3 VBZ B-VP O M-2
TRmECHEOTOtY NNP B-NP O M-2
AEYER NNP I-NP O M-2
CONDTTION3 NNP I-NP O M-2
lORSFNS NNPS I-NP O M-2
. . O O U

PRA6UB NNP B-NP B-LOC M-2
1996-12-06 CD I-NP O U

D6ctora NNS B-NP O M-2
penformel VBD B-VP O M-2
uo DT B-NP O M-2
ewergenry NN I-NP O M-2
trucheotony NNS I-NP O M-2
1u TO B-VP O M-2
kclp VB I-VP O M-2
Czcoh NNP B-NP B-LOC M-2
Fresiderit NNP I-NP O M-2
Vaclav NNP I-NP B-PER U
Havel NNP I-NP I-PER U
breafhc VB B-VP O M-2
affec IN B-PP O M-2
cahcec NN B-NP O M-2
surqory NN I-NP O M-2
co IN B-PP O M-2
lii9 PRP$ B-NP O M-2
lungs NNS I-NP O U
carlien RBR B-NP O M-2
this DT I-NP O U
woeh NN I-NP O M-2
, , O O U
a DT B-NP O U
spokesmsh NN I-NP O M-2
said VBD B-VP O U
uh IN B-PP O M-2
Friday NNP B-NP O U
. . O O U

mc PRP B-NP O M-2
ssil VBD B-VP O M-2
ihaf IN B-SBAR O M-2
the DT B-NP O U
onocedure NN I-NP O M-2
fn TO B-VP O M-2
incort VB I-VP O M-2
s DT B-NP O M-1
devjre NN I-NP O M-2
ih1o IN B-PP O M-2
Havel NNP B-NP B-PER U
q5 POS B-NP O M-2
ihrost NN I-NP O M-2
, , O O U
done VBN B-VP O U
aficr IN B-PP O M-2
lijs PRP$ B-NP O M-2
breathing NN I-NP O U
morsoned VBN B-VP O M-2
nr IN B-PP O M-2
Thunfday NNP B-NP O M-2
, , O O U
naal VBD B-VP O M-2
nelpcd VBN I-VP O M-2
, , O O U
srd CC O O M-2
the DT B-NP O U
president NN I-NP O U
l5 POS B-NP O M-2
condition NN I-NP O U
signlficautly RB B-ADVP O M-2
tnlproved VBD B-VP O M-2
. . O O U

" " O O U
A DT B-NP O U
worsening VBG I-NP O U
in IN B-PP O U
the DT B-NP O U
preatdent NN I-NP O M-2
uc POS B-NP O M-2
!ang NN I-NP O M-2
functi0n9 NNS I-NP O M-2
tbuk VBD B-VP O M-2
place NN B-NP O U
yesterday NN B-NP O U
, , O O U
" " O O U
oresidontial JJ B-NP O M-2
9pokesmsn NN I-NP O M-2
Lsdljslav NNP I-NP B-PER M-2
Soscek NNP I-NP I-PER M-2
ssial VBD B-VP O M-2
tri IN B-PP O M-2
a DT B-NP O U
5tatemert NN I-NP O M-2
. . O O U

" " O O U
k DT B-NP O M-1
tracheotomy NN I-NP O U
mus VBD B-VP O M-2
performed VBN I-VP O U
snl CC O O M-2
supporfiye JJ B-NP O M-2
breathing NN I-NP O U
was VBD B-VP O U
instdled VBN I-VP O M-2
thrcvgh IN B-PP O M-2
ike DT B-NP O M-2
help NN I-NP O U
nl IN B-PP O M-2
u DT B-NP O M-1
oreuthing NN I-NP O M-2
alevjce NN I-NP O M-2
, , O O U
" " O O U
kc PRP B-NP O M-2
8aial VBD B-VP O M-2
. . O O U
" " O O U

ulter IN B-PP O M-2
these DT B-NP O U
8teos NNS I-NP O M-2
, , O O U
fke DT B-NP O M-2
prosjdent NN I-NP O M-2
o5 POS B-NP O M-2
coriditicn NN I-NP O M-2
signjoicantly RB B-VP O M-2
imprbvcd VBN I-VP O M-2
. . O O U
" " O O U

Havel NNP B-NP B-PER U
has VBZ B-VP O U
been VBN I-VP O U
recovering VBG I-VP O U
trem IN B-PP O M-2
surgery NN B-NP O U
6r IN B-PP O M-2
Monday NNP B-NP O U
wlitch WDT B-NP O M-2
cemqved VBD B-VP O M-2
a DT B-NP O U
smdl JJ I-NP O M-2
malixuant JJ I-NP O M-2
tumour NN I-NP O U
and CC O O U
half NN B-NP O U
el IN B-PP O M-2
his PRP$ B-NP O U
niqht JJ I-NP O M-2
lung NN I-NP O U
. . O O U

Ouctors NNS B-NP O M-2
after IN B-PP O U
the DT B-NP O U
operation NN I-NP O U
5ald VBD B-VP O M-2
fhut IN B-SBAR O M-2
they PRP B-NP O U
bud VBD B-VP O M-2
caught VBN I-VP O U
ihc DT B-NP O M-2
eancen NN I-NP O M-2
oacly RB B-ADVP O M-2
, , O O U
urd CC O O M-2
thui IN B-SBAR O M-2
Hayol NNP B-NP B-PER M-2
conlal MD B-VP O M-2
fu!!y RB I-VP O M-2
cccover VB I-VP O M-2
frnn IN B-PP O M-2
fho DT B-NP O M-2
sunyery NN I-NP O M-2
within IN B-PP O U
six CD B-NP O U
weohs NNS I-NP O M-2
. . O O U

mts PRP$ B-NP O M-2
spokesmsri NN I-NP O M-2
fatd VBD B-VP O M-2
pu IN B-PP O M-2
Thursduv NNP B-NP O M-2
that IN B-SBAR O U
muvel NNP B-NP B-PER M-2
, , O O U
db CD B-NP O M-2
and CC O O U
a DT B-NP O U
hoayy JJ I-NP O M-2
9mokec NN I-NP O M-2
, , O O U
nal VBD B-VP O M-2
also RB I-VP O U
deve!pped VBN I-VP O M-2
s DT B-NP O M-1
sligki JJ I-NP O M-2
ca9c NN I-NP O M-2
qt IN B-PP O M-2
pneumonia NN B-NP O U
ju IN B-PP O M-2
ihc DT B-NP O M-2
left JJ I-NP O U
!unr NN I-NP O M-2
. . O O U

-DOCSTART- -X- -X- O U

UK-US NNP B-NP B-MISC U
cpon JJ I-NP O M-2
shios NNS I-NP O M-2
talks NNS I-NP O U
end NN I-NP O U
, , O O U
no DT B-NP O U
lute NN I-NP O M-2
fb TO B-VP O M-2
restart VB I-VP O U
. . O O U

LGNOON NNP B-NP B-LOC M-2
1996-1c-0x CD I-NP O M-2

Yhc DT B-NP O M-2
ilR NNP I-NP B-LOC M-2
Deosrtment NNP I-NP B-ORG M-2
of IN B-PP I-ORG U
Transport NNP B-NP I-ORG U
nh IN B-PP O M-2
Friday NNP B-NP O U
aail VBD B-VP O M-2
ihst IN B-SBAR O M-2
fne DT B-NP O M-2
!a1est JJS I-NP O M-2
courid NN I-NP O M-2
of IN B-PP O U
" " O O U
open JJ B-NP O U
8kjes NNS I-NP O M-2
" " O O U
ialk5 NNS B-NP O M-2
wlih IN B-PP O M-2
fhc DT B-NP O M-2
U.S. NNP I-NP B-LOC U
had VBD B-VP O U
endcal VBN I-VP O M-2
wi1k IN B-PP O M-2
no DT B-NP O U
loal NN I-NP O M-2
uu IN B-PP O M-2
llbenalising VBG B-VP O M-2
the DT B-NP O U
1rahsatlantic NN I-NP O M-2
flinh1 NN I-NP O M-2
mankef NN I-NP O M-2
snl CC O O M-2
no DT B-NP O U
date NN I-NP O U
8ei VBN B-VP O M-2
ton IN B-PP O M-2
whor WRB B-ADVP O M-2
1slks NNS B-NP O M-2
w0nld MD B-VP O M-2
nestant VB I-VP O M-2
. . O O U

A DT B-NP O U
spokesman NN I-NP O U
ton IN B-PP O M-2
the DT B-NP O U
DOT NNP I-NP B-ORG U
f6ld VBD B-VP O M-2
Kcuters NNP B-NP B-ORG M-2
" " O O U
sc PRP B-NP O M-2
have VBP B-VP O U
hul VBN I-VP O M-2
falk9 NNS B-NP O M-2
tnwurds IN B-PP O M-2
roncludinp VBG B-VP O M-2
s DT B-NP O M-1
nom JJ I-NP O M-2
ajn NN I-NP O M-2
seruico NN I-NP O M-2
avneement NN I-NP O M-2
whirli WDT B-NP O M-2
wooll MD B-VP O M-2
pn0duce VB I-VP O M-2
liberalj8ation NN B-NP O M-2
... : O O U

u5efu! JJ B-ADJP O M-2
progcoss NN B-NP O M-2
was VBD B-VP O U
made VBN I-VP O U
on IN B-PP O U
a DT B-NP O U
nunlher NN I-NP O M-2
nl IN B-PP O M-2
i9sue8 NNS B-NP O M-2
, , B-NP O U
tat CC I-NP O M-2
hut RB I-NP O M-2
sl! DT I-NP O M-2
. . O O U

No DT B-NP O U
ala1e NN I-NP O M-2
huc VBZ B-VP O M-2
bceo VBN I-VP O M-2
so1 VBN I-VP O M-2
lon IN B-PP O M-2
further JJ B-NP O U
talks NNS I-NP O U
. . O O U
" " O O U

-DOCSTART- -X- -X- O U

Yarnbang VBG B-VP B-ORG M-2
Timah NNP B-NP I-ORG U
ui IN B-PP O M-2
$ $ B-NP O U
1mh575 CD I-NP O M-2
in IN B-PP O U
Leridon NNP B-NP B-LOC M-2
. . O O U

LONDON NNP B-NP B-LOC U
1e96e12-07 CD I-NP O M-2

FY PRP B-NP B-ORG M-2
Tambang NNP I-NP I-ORG U
Timah NNP I-NP I-ORG U
closed VBD B-VP O U
ui IN B-PP O M-2
$ $ B-NP O U
yu.575 CD I-NP O M-2
per IN B-PP O U
GOK NNP B-NP O M-2
th IN B-PP O M-2
Lonlnn NNP B-NP B-LOC M-2
po IN B-PP O M-2
Frldav NNP B-NP O M-2
. . O O U

T1 PRP B-NP O M-2
recorlod VBD B-VP O M-2
tlic DT B-NP O M-2
lsy NN I-NP O M-2
gc POS B-NP O M-2
low NN I-NP O U
0t IN B-PP O M-2
$ $ B-NP O U
e5.a75 CD I-NP O M-2
snl CC O O M-2
1ho DT B-NP O M-2
aluy NN I-NP O M-2
p8 VBZ I-NP O M-2
blgh JJ B-NP O M-2
of IN B-PP O U
$ $ B-NP O U
15.tz5 CD I-NP O M-2
. . O O U

Li PRP B-NP O M-2
c!ofed VBD B-VP O M-2
uf IN B-PP O M-2
$ $ B-NP O U
15.80 CD I-NP O U
0u IN B-PP O M-2
Thursday NNP B-NP O U
. . O O U

One CD B-NP O U
Global NNP I-NP O U
Depository NNP I-NP O U
Rceeipt NNP I-NP O M-2
represents VBZ B-VP O U
nb CD B-NP O M-2
common JJ I-NP O U
shsrcs NNS I-NP O M-2
. . O O U

-- : B-NP O U
Jaksnta NNP I-NP B-LOC M-2
nowcroom NN I-NP O M-2
+62nk CD I-NP O M-2
384y6h64 CD I-NP O M-2

-DOCSTART- -X- -X- O U

Tolknm NN B-INTJ B-ORG M-2
sf IN B-PP O M-2
$ $ B-NP O U
ls CD I-NP O M-2
tri IN B-PP O M-2
Loudbn NNP B-NP B-LOC M-2
. . O O U

LONOdN NNP B-NP B-LOC M-2
1i96o12-07 CD I-NP O M-2

PT PRP B-NP B-ORG U
Telekomunikasi NNP I-NP I-ORG U
Inlcnesia NNP I-NP I-ORG M-2
( ( O O U
Telkom NNP B-NP B-ORG U
) ) O O U
clcsel VBD B-VP O M-2
u1 IN B-PP O M-2
$ $ B-NP O U
35 CD I-NP O U
in IN B-PP O U
Ibndon NNP B-NP B-LOC M-2
pr IN B-PP O M-2
Fnidav NNP B-NP O M-2
. . O O U

It PRP B-NP O U
recorded VBD B-VP O U
the DT B-NP O U
day NN I-NP O U
wc POS B-NP O M-2
lpm NN I-NP O M-2
cl IN B-PP O M-2
